symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
قاروم,قند ارومیه,قند و شکر,42.6,خنثی,100,23,30,42,116800,20260922,1,9.8,34.7,-5.1,3.4,12,38.5,99.5,false,95.1,0.91,above,-0.9,0.31,86825,,0,0,1.4,0,0.09,22219,5.26,,,115741,114682,119978,122096,1.5,نقدشوندگی پایین | اشباع خرید
کفرا,فراورده‌ های‌ نسوزایران‌,سایر محصولات کانی غیرفلزی,42.5,خنثی,90,65,0,10,4210,20260922,-12.8,15.3,144.6,104.8,-5.5,25.5,138.6,52.7,false,71.8,3.23,above,-17.9,1.08,1924,5130,-13.89,-32.49,0.35,-40.66,14.09,,,12.75,,4074,3938,5130,5402,3.38,خروج مستمر پول حقیقی | بدون EPS مثبت
لطیف,محصولات کاغذی لطیف,محصولات کاغذی,42.3,خنثی,90,30,3,34,3660,20260922,-12.6,1.7,20.3,-19.5,-4.6,8.1,35.8,47.5,false,38.3,3.76,above,-13.7,0.74,3530,3920,-15.2,-2.73,0.84,-2.21,9.78,315,11.62,10.19,14,3530,3461,3920,4240,1.31,
زمگسا,کشاورزی‌ ودامپروی‌ مگسال‌,زراعت و خدمات وابسته,42.3,خنثی,90,20,1,44,89200,20260922,-13.3,-5,17.2,-22.7,-5,5.2,52.8,45.9,false,26.7,3.98,above,-15.8,0.42,85530,98010,-5.69,-1.88,0.28,-13.81,9.75,12169,7.33,6.33,15.8,85648,83754,98010,100920,1.62,واگرایی منفی RSI
فباهنر,مس‌ شهیدباهنر,فلزات اساسی,42.1,خنثی,70,30,0.5,60,11830,20260922,-12.5,13.5,5.7,-34.1,-4.7,8.3,44.3,47,false,37.4,3.72,above,-16.2,0.85,11436,14110,-116.68,-86.23,0.29,-225.94,91.81,1069,11.07,13.48,-17.9,11436,11216,14110,14991,3.71,
فلات,گروه صنایع معادن فلات ایرانیان,سرمایه گذاریها,42,خنثی,100,60,30,10,25730,20260922,11.2,38.9,145.7,105.9,22.7,51.4,92.3,90.7,true,66.8,2.77,above,0,1.71,19080,,-15.97,-18.02,2.12,-6.46,2.56,,,,,25018,24306,27867,29291,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی | بدون EPS مثبت
غصینو,صنعتی مینو,محصولات غذایی و آشامیدنی به جز قند و شکر,42,خنثی,46,20,52.8,44,5480,20260922,-12.5,-3.4,6.4,-33.4,-6.9,-2.9,56.5,40.3,false,23.5,4.71,inside,-14.6,0.68,5400,5585,21.51,55.52,0.83,-2.57,29.53,698,7.85,7.05,11.4,5400,5271,5585,5700,0.5,
وطوبی,سرمایه گذاری اقتصاد شهر طوبی,سرمایه گذاریها,41.9,خنثی,100,70,22.7,9,5790,20260922,7.4,30.1,54.4,14.5,13.7,28.7,111.5,94.1,true,53.1,2.21,above,-1.5,0.95,4570,,-0.45,-6.82,1.07,0.18,0.86,459,12.61,8.73,44.5,5662,5534,6174,6430,1.5,نقدشوندگی پایین | اشباع خرید | خروج مستمر پول حقیقی
وتجارت,بانک تجارت,بانکها و موسسات اعتباری,41.9,خنثی,90,40,1.5,26,867,20260922,-11.3,-3.8,45.1,5.3,-9.7,10.9,62.6,44.9,false,49.3,4.07,above,-16.8,0.59,658,953,-999.54,-1282.12,0.4,-1419.99,1032.87,105,8.26,5.4,52.9,832,796,953,1015,1.22,خروج مستمر پول حقیقی
شیران,س. صنایع‌شیمیایی‌ایران,محصولات شیمیایی,41.9,خنثی,65,20,3.5,70,10770,20260922,-3.6,-8.5,26.3,-13.6,-4.5,1,47.2,47.1,false,21.9,3.81,above,-13.5,1.25,10620,10930,-7.11,-19.68,0.65,-53.66,43.99,1359,7.92,9.63,-17.7,10620,10415,10930,11380,0.45,
سغدیر,توسعه سرمایه و صنعت غدیر,سیمان، آهک و گچ,41.9,خنثی,90,30,1.5,34,21470,20260922,-13.2,4.1,22.1,-17.8,-7.4,5.8,43.2,44.6,false,42.7,4.18,above,-19.6,0.68,18750,23570,-8.18,-69.14,0.63,-15.35,17.25,2624,8.18,6.69,22.3,20572,19674,23570,26720,1.17,خروج مستمر پول حقیقی
خنصیر,مهندسی‌نصیرماشین‌,خودرو و ساخت قطعات,41.9,خنثی,70,20,25.5,42,4120,20260922,-11.4,-1.9,16.6,-23.2,-7.5,6,32.3,42.9,false,46.5,4.14,above,-16.4,0.53,3778,4200,0.02,-0.28,0.48,-5.82,6.42,485,8.49,,,3949,3693,4200,4410,0.19,واگرایی منفی RSI
ددانا,داروسازی دانا,مواد و محصولات دارویی,41.9,خنثی,65,40,0.5,57,19230,20260922,-6.8,-17.3,149.4,109.6,-7.6,6.5,118.2,45.6,false,42,3.71,above,-19.2,0.3,7816,20150,-10.07,-323.11,0.74,-7.04,67.82,2409,7.98,8.86,-9.9,18517,17804,20150,22390,0.65,خروج مستمر پول حقیقی
غمایه,شرکت خمیرمایه رضوی,محصولات غذایی و آشامیدنی به جز قند و شکر,41.9,خنثی,90,30,1.5,34,22890,20260922,-13.1,8.4,24,-15.8,-2.7,11.1,80.8,49.8,false,42.6,3.85,above,-13.9,0.55,21690,26570,-13.42,-22.7,0.41,-14.04,10.48,2821,8.11,7.05,15.1,22010,21250,26570,28331,2.24,خروج مستمر پول حقیقی
خکار,ایرکا پارت صنعت,خودرو و ساخت قطعات,41.9,خنثی,70,28,1,60,1749,20260922,-12.4,-5.3,30.1,-9.7,-6.6,3.8,36.7,43.9,false,31.2,4.16,above,-14.6,0.56,1692,1812,-11.44,-24.23,0.41,-22.72,15.33,504,3.47,,,1692,1656,1812,1940,0.67,واگرایی منفی RSI | خروج مستمر پول حقیقی
دشیری,شیرین دارو,مواد و محصولات دارویی,41.8,خنثی,100,45,9.2,42,391700,20260922,-0.5,6.9,25.9,-13.9,6.4,18.4,60.7,65.4,false,50.3,3.25,above,-3.4,1.12,383100,405500,-3.75,-2.62,1.07,-1.63,2.55,57790,6.78,,,383100,376734,405500,430963,0.92,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
سآبیک,سیمان آبیک,سیمان، آهک و گچ,41.6,خنثی,70,30,1.5,57,69870,20260922,-9.9,0.5,0.8,-39,-7.3,0.2,35.5,41.3,false,27.1,4.39,above,-15.7,0.76,66900,71480,-7.32,-56.35,0.73,-11.2,16.77,10205,6.85,7.14,-4.1,66900,65367,71480,77390,0.36,خروج مستمر پول حقیقی
سیستم,همکاران سیستم,رایانه و فعالیت‌های وابسته به آن,41.6,خنثی,55,38,17,53,51960,20260922,-11.7,4.2,37.8,-2.1,-6.7,-0.1,45.1,41.4,false,31.1,4.13,above,-15.9,1.09,48690,53500,-7.9,3.36,0.33,-15.49,5.9,3654,14.22,18.19,-21.8,49813,47616,53500,61750,0.35,
دفرا,فرآورده‌های‌ تزریقی‌ ایران‌,مواد و محصولات دارویی,41.5,خنثی,41,28,54.5,40,44350,20260922,-9.1,-16.4,47.5,7.7,-12.4,-10.9,71.7,30.2,false,27.1,4.58,inside,-20.8,0.81,19770,45310,4.8,25.01,0.57,-12.94,9.62,3353,13.23,12.91,2.5,42319,40289,45310,46720,0.24,
مبین,مبین انرژی خلیج فارس,عرضه برق، گاز، بخاروآب گرم,41.5,خنثی,25,18,54.5,67,12210,20260922,-1.5,-17.4,-2.1,-42,-4.6,-15.7,13.2,36.4,false,26.6,4.48,below,-29.6,1.08,11780,12930,103.36,1694.29,0.6,-381.83,213.49,1581,7.72,7.09,8.9,11780,11506,12930,13295,1.02,
تپولا,مهندسی مرآت پولاد,خدمات فنی و مهندسی,41.4,خنثی,100,90,3.5,10,19860,20260922,-2.8,11.6,46,6.2,7.2,21.1,34.7,65.3,true,45.1,3.91,above,-8.2,0.93,19390,21640,0,0,0.94,-0.49,1.75,,,,,19390,19001,21640,23195,2.07,نقدشوندگی پایین | بدون EPS مثبت
حفارس,حمل و نقل بین المللی خلیج فارس,حمل ونقل، انبارداری و ارتباطات,41.4,خنثی,100,50,1.5,4,8780,20260922,-2.3,42.3,90.5,50.6,11.4,38.8,144.5,76.6,false,69.8,2.99,above,-6.8,0.83,5640,9420,-77.65,-62.06,0.66,-27.87,32.43,149,58.93,19.33,204.8,8518,8256,9420,9944,1.22,خروج مستمر پول حقیقی | P/E بالا (59)
دقاضی,داروسازی شهید قاضی,مواد و محصولات دارویی,41.4,خنثی,50,40,26.5,47,20860,20260922,-7.7,-7.1,76.6,36.8,-4.1,-0.3,92.3,46.5,false,28.4,3.86,above,-12.6,0.61,20520,21640,9.22,-60.23,0.73,-14.02,38.09,2413,8.64,8.86,-2.4,20520,20117,21640,22090,1.05,خروج مستمر پول حقیقی
حگهر,حمل و نقل گهرترابر سیرجان,حمل ونقل، انبارداری و ارتباطات,41.3,خنثی,46,20,27,67,2840,20260922,-11,-1.4,15.4,-24.4,-5.6,-2,6.2,42.2,false,20.6,3.72,inside,-31,0.69,2784,2921,-10.92,23.7,0.36,-13.71,7.53,397,7.15,7.68,-6.9,2784,2731,2921,3120,0.74,واگرایی منفی RSI
سخزر,سیمان‌ خزر,سیمان، آهک و گچ,41.3,خنثی,70,30,0,57,5980,20260922,-9.8,9.9,12,-27.8,-6.8,7.3,37.3,44.8,false,33.9,3.98,above,-17.9,0.75,5860,6100,-23.79,-61.67,0.41,-36.13,22.06,822,7.27,7.14,1.9,5860,5741,6100,7280,0.5,خروج مستمر پول حقیقی
رکیش,کارت اعتباری ایران کیش,رایانه و فعالیت‌های وابسته به آن,41.3,خنثی,70,50,1,40,2442,20260922,-11.8,1.4,40.1,0.3,-8.5,5.1,37.8,42.2,false,42.5,4.47,above,-16,0.68,2325,2510,-2.26,-0.62,0.43,-7.05,4.88,141,17.32,18.19,-4.8,2333,2270,2510,2554,0.4,واگرایی منفی RSI
وکار,بانک‌ کارآفرین‌,بانکها و موسسات اعتباری,41,خنثی,100,35,0,16,6240,20260922,0.3,27.1,106.1,66.3,5.1,39.3,128.4,83,false,72,3.51,above,-4.6,0.34,6030,6540,-47.69,-345.01,0.5,-32.56,57.65,650,9.6,5.4,77.8,6030,5921,6540,6978,0.94,اشباع خرید | خروج مستمر پول حقیقی
شتهران,داروسازی تهران شیمی,مواد و محصولات دارویی,40.8,خنثی,35,70,35,70,6580,20260922,1.5,6.4,-20.9,-60.7,4.6,-1.2,-24.5,59.1,true,38.5,0.94,below,-41.6,0.34,5950,6888,0,0,3.8,0.1,0.08,1711,3.85,,,6518,6457,6888,7072,2.5,نقدشوندگی پایین
بجهرم,توسعه مولد نیروگاهی جهرم,عرضه برق، گاز، بخاروآب گرم,40.6,خنثی,65,28,2,60,2990,20260922,-11.3,-9.7,38.5,-1.4,-7.3,4.8,49.8,43.7,false,43.2,3.99,above,-15.1,0.48,2573,3400,-30.63,-170.26,0.66,-10.99,60.63,334,8.95,10.04,-10.8,2871,2751,3400,3520,1.72,واگرایی منفی RSI | خروج مستمر پول حقیقی
وپاسار,بانک  پاسارگاد,بانکها و موسسات اعتباری,40.4,خنثی,41,8,79.8,26,9730,20260922,-10,-8.8,1.7,-38.2,-7.1,-2.9,43.6,39.6,false,30.2,3.77,inside,-14.9,1.84,8940,9860,2686.08,6213.98,1.21,1280.36,504.94,813,11.97,5.4,121.6,9363,8813,9860,10380,0.14,
شلیا,شرکت مواد ویژه لیا,سایر محصولات کانی غیرفلزی,40.3,خنثی,100,70,5.3,20,23350,20260922,13,49.6,125.6,85.8,20.4,55,151.7,94.6,true,77.2,2.95,above,-2.2,0.86,12055,,0,0,1.01,-2.1,2.62,1094,21.34,,,22660,21970,25420,26800,1.5,نقدشوندگی پایین | واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20
غپونه,نوش پونه مشهد,محصولات غذایی و آشامیدنی به جز قند و شکر,40.3,خنثی,66,30,1,57,8500,20260922,-6.5,8.4,18.3,-21.5,-2,-0.7,76,47,false,25.7,3.95,inside,-14,0.77,8064,8790,-4.27,-15.8,0.44,-33.14,18.41,1310,6.49,7.05,-8,8165,7896,8790,9110,0.48,
سخاش,سیمان‌خاش‌,سیمان، آهک و گچ,40.1,خنثی,55,30,0.5,70,12010,20260922,-12.7,9.4,-8.5,-48.3,-7.2,-0.3,36.3,41.8,false,24.6,4.36,above,-16.9,0.78,11780,12790,-32.03,-49.12,0.27,-43.66,19.58,1929,6.23,7.14,-12.8,11780,11518,12790,14045,1.59,خروج مستمر پول حقیقی
ثشاهد,سرمایه‌ گذاری‌ شاهد,انبوه سازی، املاک و مستغلات,40,خنثی,90,45,2,14,11780,20260922,-7.4,9,25.2,-14.6,-0.6,18,44.9,55.2,false,47.7,3.61,above,-10.6,1.04,10790,13180,-46.62,-49.69,0.6,-58.24,54.03,560,21.04,6.61,218.2,11355,10718,13180,14029,1.32,واگرایی منفی RSI
بتک,کارخانجات کابل سازی‌ تک‌,ماشین آلات و دستگاه‌های برقی,40,اجتناب,100,48,21.6,20,236500,20260922,3.4,10.1,30.8,-9,5.9,17.9,26,76.3,false,42.8,2.29,above,0,0.94,225500,,0,0.15,1.06,-0.45,0.34,260,909.62,,,231090,222975,252730,263550,1.2,نقدشوندگی پایین | P/E بالا (910)
وآذر,سرمایه‌گذاری‌توسعه‌آذربایجان‌,انبوه سازی، املاک و مستغلات,40,اجتناب,70,53,23.6,10,7020,20260922,-1.7,3.7,32.2,-7.6,-0.4,17.8,53.1,59.5,false,31.1,4.28,above,-8.2,0.67,6570,7650,-6.02,-26.36,1.14,4.7,14.07,,,6.61,,6719,6420,7650,8251,1.05,خروج مستمر پول حقیقی | بدون EPS مثبت
ثمسکن,سرمایه‌گذاری‌ مسکن‌,انبوه سازی، املاک و مستغلات,40,اجتناب,90,53,0.5,9,3130,20260922,-5.7,7.4,33.7,-6.1,-1.6,10.4,39.2,52.6,false,34.2,3.81,above,-9,1.18,2869,3180,-57.94,-84.08,0.8,-33.48,29.7,226,13.85,6.61,109.5,3011,2832,3180,3440,0.17,واگرایی منفی RSI | خروج مستمر پول حقیقی
رپویا,پویا,رایانه و فعالیت‌های وابسته به آن,39.8,اجتناب,65,20,18.2,47,51130,20260922,-9.9,-12.6,17.4,-22.5,-8.8,3.8,31.2,42.4,false,34.2,4.03,above,-18.6,1.12,46624,53030,-19.68,-54.29,1.49,-1.67,7.02,5242,9.75,8.89,9.7,49070,45979,53030,58270,0.37,خروج مستمر پول حقیقی
نان,صنایع غذایی رضوی,محصولات غذایی و آشامیدنی به جز قند و شکر,39.7,اجتناب,70,20,1.6,57,6090,20260922,-12.2,-0.2,6.7,-33.1,-7.3,0,42.6,41.5,false,22,3.95,above,-14.6,0.54,5765,6216,-18.21,-18.86,0.82,-6.92,26.48,929,6.56,7.05,-7,5850,5645,6216,6360,0.28,
حگردش,ریل گردش ایرانیان,حمل ونقل، انبارداری و ارتباطات,39.4,اجتناب,45,20,47.5,40,2189,20260922,-10.7,-0.7,1.7,-38.1,-4.3,4,-6.9,45.5,false,22,4.21,above,-35.2,0.96,2123,2266,0,7.09,1.04,0.12,5.62,68,32.19,,,2123,2077,2266,2346,0.69,واگرایی منفی RSI | P/E بالا (32)
فاهواز,نورد و لوله اهواز,فلزات اساسی,39.2,اجتناب,65,55,32.6,42,7110,20260922,0,0.9,16.9,-22.9,-0.4,3.9,10.6,63.3,false,30.2,1.54,above,-6.3,1.42,6980,7327,-0.42,-0.64,1.49,5.72,2.81,1119,6.35,,,7000,6925,7327,7590,1.17,نقدشوندگی پایین
تفیرو,مهندسی فیروزا,ماشین آلات و تجهیزات,39,اجتناب,100,70,0,20,258900,20260922,9.9,40.5,100.1,60.3,17.5,42,189.8,100,true,95.4,1.56,above,0,0.77,152333,,0,0,0.8,-0.06,0.12,6541,39.58,,,254869,250839,270992,279053,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | P/E بالا (40)
خساپا,سایپا,خودرو و ساخت قطعات,38.9,اجتناب,90,45,1.5,10,696,20260922,-7.9,7.7,24.1,-15.8,-3.8,13.1,33.3,51.3,false,40.1,3.98,above,-11.7,0.9,630,788,-500.5,-126.36,0.59,-924.09,509.59,,,,,668,627,788,843,1.33,بدون EPS مثبت
قشیر,قند شیروان قوچان و بجنورد,قند و شکر,38.8,اجتناب,70,30,0,47,15240,20260922,-11.8,6.3,15.3,-24.5,-6.1,7.5,41.4,45.1,false,36.7,4.51,above,-14.7,0.7,15020,15950,-4.04,-0.63,0.66,-8.53,8.49,1524,10,9.57,4.5,15020,14677,15950,17860,1.26,
ثتوسا,س.توسعه و عمران استان اردبیل,انبوه سازی، املاک و مستغلات,38.7,اجتناب,75,45,18.8,10,16300,20260922,-2.3,19.4,18.5,-21.4,0.1,15.6,-45.6,56.5,false,33.4,3.7,above,-74.8,0.72,14880,18100,-1.07,6.61,0.89,-2.89,7.63,,,,,15697,14792,18100,21850,1.19,بدون EPS مثبت
ختوقا,قطعات‌ اتومبیل‌ ایران‌,خودرو و ساخت قطعات,38.6,اجتناب,90,20,0.5,30,5100,20260922,-10.8,-2.5,14.7,-25.1,-8.5,3.4,27.3,41.9,false,43.7,4.59,above,-15.8,0.63,4726,5480,-8.18,-8.5,0.67,-16.03,16.79,127,40.16,,,4866,4609,5480,5820,0.77,واگرایی منفی RSI | P/E بالا (40)
درهآور,دارویی ره آورد تامین,مواد و محصولات دارویی,38.6,اجتناب,65,8,0,70,14270,20260922,-10.2,-11.6,20.7,-19.1,-10.7,0.4,35.1,38.3,false,32.2,4.38,above,-20.2,0.56,13180,15160,-19.17,-91.14,0.34,-34.26,23.37,1808,7.89,8.86,-10.9,13645,12868,15160,16790,0.63,واگرایی منفی RSI | خروج مستمر پول حقیقی
فلوله,لوله‌وماشین‌سازی‌ایران‌,فلزات اساسی,38.6,اجتناب,50,8,28,60,2471,20260922,-12.1,-13.3,26.3,-13.5,-11.1,-1.2,22.2,36.9,false,27.1,4.82,above,-17.4,0.85,2401,2506,-0.45,23.4,0.37,-24.2,11.15,226,10.93,13.48,-18.9,2401,2341,2506,2619,0.27,
بفجر,فجر انرژی خلیج فارس,عرضه برق، گاز، بخاروآب گرم,38.5,اجتناب,10,8,55.7,80,10700,20260922,-5.2,-18.5,-13.6,-53.4,-5.7,-16.7,-5.8,36.5,false,30.5,4.51,below,-30.9,1.67,10288,11072,162.29,447.29,0.89,-7.97,66.19,1802,5.94,7.09,-16.3,10288,10047,11072,11477,0.57,
خمحرکه,نیرو محرکه‌,خودرو و ساخت قطعات,38.5,اجتناب,70,30,16,30,5830,20260922,-12.2,0.7,22,-17.9,-5.2,9.6,36.1,48.2,false,40.8,3.99,above,-13.5,0.73,5700,6260,-0.43,1.23,0.51,-19.3,14.55,130,44.85,,,5700,5584,6260,6380,1.74,واگرایی منفی RSI | P/E بالا (45)
شارپیلن,پتروشیمی ارغوان گسترایلام,محصولات شیمیایی,38.5,اجتناب,95,50,30,10,3260,20260922,1.9,1.9,7,-32.8,1.5,2.3,,98.8,true,89.3,2.76,above,-12.2,2.39,3033,3711,0,0,2.3,-0.55,0.17,,,9.63,,3170,3035,3711,3891,2,نقدشوندگی پایین | اشباع خرید | بدون EPS مثبت
وبصادر,بانک صادرات ایران,بانکها و موسسات اعتباری,38.5,اجتناب,90,38,1.5,14,941,20260922,-9.3,1,34.2,-5.6,-6.8,12.3,46.6,48.6,false,45,3.71,above,-12.5,0.64,774,974,-536.39,-160.41,0.48,-468.79,471.51,5,188.2,5.4,3385.2,906,871,974,1072,0.47,P/E بالا (188)
ثنام,س ساختمانی ب نام آوران مهندسی,انبوه سازی، املاک و مستغلات,38.5,اجتناب,100,75,3.8,10,2149,20260922,1.7,31,87.4,47.5,9.5,23,57.5,73,true,55.4,4.25,above,-4.1,1.1,1822,2242,-9.94,-12.99,0.91,-4.95,2.37,,,,,2058,1967,2242,2424,0.51,نقدشوندگی پایین | خروج مستمر پول حقیقی | بدون EPS مثبت
فنوال,نورد آلومینیوم‌,فلزات اساسی,38.4,اجتناب,41,28,0,82,11750,20260922,-12.8,-6,40.8,0.9,-9.1,-0.6,62.4,39.1,false,42.3,4.28,inside,-17.1,0.86,10390,12180,-15.08,-27.87,0.3,-22.91,8.66,1597,7.36,13.48,-45.4,11247,10493,12180,13330,0.34,واگرایی منفی RSI | خروج مستمر پول حقیقی
کیا,کیا الکترود شرق,ساخت محصولات فلزی,38.3,اجتناب,100,70,13.1,4,9290,20260922,1.6,2.7,11.9,-27.9,2.5,9.7,14.3,58.3,true,21.7,4.09,above,-9.5,1.45,9179,9405,-4.08,-5.76,0.85,-2.3,1.82,262,35.46,6.02,489,9179,8989,9405,9975,0.38,نقدشوندگی پایین | خروج مستمر پول حقیقی | P/E بالا (35)
خنور,نورایستا پلاستیک,خودرو و ساخت قطعات,38.1,اجتناب,65,40,16.5,26,8270,20260922,-8.5,-5.4,41.4,1.6,-11.4,5.3,17.7,41.2,false,39.6,4.13,above,-20.9,0.7,7900,8720,-15.63,-33.91,0.69,3.94,17.6,745,11.1,5.87,89.1,7928,7729,8720,9450,0.83,خروج مستمر پول حقیقی
زقیام,کشت و دام قیام اصفهان,زراعت و خدمات وابسته,38.1,اجتناب,65,20,1.5,57,10260,20260922,-9.3,-11.6,23,-16.8,-5.9,0.9,64.6,42.2,false,27.1,4.36,above,-15.8,0.52,10101,11890,-9.91,-5.2,0.44,-13.03,14.65,1396,7.35,8.07,-8.9,10101,9877,11890,12180,4.26,
اپرداز,آتیه داده پرداز,اطلاعات و ارتباطات,38,اجتناب,90,30,1,19,5110,20260922,-12.8,14.8,20,-19.8,-3.5,8.6,43.6,48.4,false,49.4,4.02,above,-15.4,0.8,4950,6040,-21.9,-27.39,0.45,-19.77,10.76,332,15.39,11.65,32.1,4950,4847,6040,6451,3.54,خروج مستمر پول حقیقی
بپردیس,بیمه پردیس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,38,اجتناب,100,65,0,20,2843,20260922,-1.8,11.7,108.5,68.6,1.1,29.2,79.6,62.6,false,43.3,3.41,above,-8.3,0.66,2381,3101,-1.55,-3.47,0.69,-0.47,0.8,129,22.04,,,2746,2649,3101,3295,1.33,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
برکت,گروه دارویی برکت,مواد و محصولات دارویی,37.9,اجتناب,70,65,1.5,14,4660,20260922,-8.1,0.2,43,3.2,-5.4,13.8,62.9,50.5,false,45.9,3.68,above,-13.7,0.66,4530,5060,-26.72,-83.72,0.54,-82.05,83.17,47,99.15,12.91,668,4530,4444,5060,5400,1.85,واگرایی منفی RSI | خروج مستمر پول حقیقی | P/E بالا (99)
خوساز,محورسازان‌ایران‌خودرو,خودرو و ساخت قطعات,37.9,اجتناب,90,38,3,10,17950,20260922,-12,4.8,36.4,-3.4,-5.4,6.5,17,47,false,32.3,4.09,above,-14.3,0.76,17410,18630,-6.82,-16.7,0.78,-5.93,6.15,,,,,17410,17043,18630,19350,0.75,خروج مستمر پول حقیقی | بدون EPS مثبت
زماهان,مجتمع تولید گوشت مرغ ماهان,زراعت و خدمات وابسته,37.8,اجتناب,90,20,17,10,12620,20260922,-10.6,-0.1,1.9,-38,-5.1,7.6,19.1,47.3,false,37.2,4.06,above,-13.2,0.68,12327,12760,-7.54,4.54,0.45,-14.38,14.24,,,8.07,,12327,12070,12760,13385,0.25,واگرایی منفی RSI | بدون EPS مثبت
خلنت,لنت‌ ترمزایران‌,خودرو و ساخت قطعات,37.2,اجتناب,65,20,2.8,52,5350,20260922,-6.5,-6.5,21.4,-18.4,-4.5,5.4,43.9,47.9,false,35.1,3.6,above,-10.8,0.55,4755,5530,-1.11,-9.91,0.87,-4.24,8.16,1027,5.21,,,5158,4965,5530,5910,0.47,خروج مستمر پول حقیقی
غنوش,نوش‌ مازندران‌,محصولات غذایی و آشامیدنی به جز قند و شکر,37.1,اجتناب,70,30,26.5,14,17550,20260922,-8.5,11.5,20.2,-19.6,-1.3,2.1,41.6,49.2,false,24.2,3.69,above,-12.8,1.02,17290,18050,-174.69,224.61,0.49,-126.9,84.98,487,36.04,8.53,322.5,17290,16966,18050,19740,0.86,P/E بالا (36)
کزغال,زغال سنگ پروده طبس,استخراج زغال سنگ,37,اجتناب,70,30,26,14,5340,20260922,-11.3,6.8,4.1,-35.7,-9.1,2.1,31.1,41.6,false,28,3.83,above,-18.8,0.32,5100,5462,-10.28,130.01,0.31,-24.1,31.36,154,34.68,15.48,124,5135,4998,5462,6580,0.36,P/E بالا (35)
سلیم,سرمایه گذاری سلیم,سرمایه گذاریها,37,اجتناب,70,20,1,47,1290,20260922,-11,-1.5,28.5,-11.3,-6,1.7,18,43.3,false,36.9,4.24,above,-16.2,0.87,1263,1309,-12.08,-13.5,0.65,-15.58,11.28,146,8.84,8.73,1.2,1263,1236,1309,1359,0.35,واگرایی منفی RSI | خروج مستمر پول حقیقی
والبر,سرمایه‌ گذاری‌ البرز(هلدینگ‌,مواد و محصولات دارویی,36.9,اجتناب,65,30,26.5,19,3710,20260922,-2.4,-5.4,18.3,-21.6,-4.2,6.2,49,49.7,false,27.4,3.73,above,-12.5,0.86,3387,3750,4.74,-57.64,0.73,-27.47,49.42,201,18.46,12.91,43,3571,3364,3750,3860,0.12,خروج مستمر پول حقیقی
خاور,ایران خودرو دیزل,خودرو و ساخت قطعات,36.8,اجتناب,70,20,28,19,1474,20260922,-9.8,-2.8,10.7,-29.1,-8.3,2.5,22.6,42.4,false,31.3,4.46,above,-17,0.69,1431,1567,-2.42,74.27,0.54,-87.45,74.04,91,16.2,5.87,175.9,1431,1398,1567,1722,1.23,
افق,فروشگاههای زنجیره ای افق کوروش,خرده فروشی،باستثنای وسایل نقلیه موتوری,36.6,اجتناب,70,28,0,40,67600,20260922,-10.4,-6.2,34.5,-5.3,-6.6,1,74.4,43,false,35.3,4.14,above,-12.8,1.22,64020,69950,-55.38,-127.51,0.41,-72.9,41.24,5195,13.01,12.78,1.8,64804,62622,69950,75440,0.47,واگرایی منفی RSI | خروج مستمر پول حقیقی
تشتاد,صنایع تولیدی اشتاد ایران‌,خودرو و ساخت قطعات,36.5,اجتناب,100,48,37.6,10,6680,20260915,9.9,35.2,39.8,0,17.9,30,36.7,82.6,true,43.3,3.29,above,-0.3,1.51,6220,,0,-0.12,1.31,1.57,0.86,,,,,6460,6131,7339,7779,1.2,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت | آخرین معامله 20260915 (متوقف یا کم‌معامله)
فنفت,صنایع تجهیزات نفت,فلزات اساسی,36.4,اجتناب,65,40,1.5,34,4800,20260922,-5,-4.2,41.5,1.6,-5,7.7,37.7,48.9,false,33.7,3.87,above,-12.1,0.71,3989,5310,-4.29,-0.46,0.65,-11.07,8.39,529,9.07,8.05,12.7,4614,4429,5310,5460,1.37,
کترام,تولیدی‌ کاشی‌ تکسرام‌,کاشی و سرامیک,36.4,اجتناب,70,38,17,14,3350,20260922,-10.2,2.1,32.3,-7.5,-6,6.3,42.4,45.8,false,40.3,4.59,above,-13.9,0.78,3200,3650,-0.51,0.18,0.78,-5.33,6.1,18,186.11,7.65,2332.8,3200,3124,3650,3890,1.33,واگرایی منفی RSI | P/E بالا (186)
شلعاب,لعابیران‌,محصولات شیمیایی,36.1,اجتناب,90,20,1.5,19,1230,20260922,-9.6,-0.4,16.7,-23.1,-4.1,7,36.7,47.9,false,39.6,4.14,above,-12.2,1.08,1191,1319,-3.85,-3.47,0.65,-12.6,7.29,70,17.57,9.63,82.5,1191,1166,1319,1401,1.38,واگرایی منفی RSI
