symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
کقزوی,شیشه‌ قزوین‌,سایر محصولات کانی غیرفلزی,54.6,خنثی,90,65,48.4,10,791,20260922,-11.7,0.8,85.2,45.4,-4.6,12.3,32.2,50.2,false,50.1,4.25,above,-14,0.55,778,801,0.09,-4.14,1.08,0.43,7,,,,,778,761,801,838,0.33,واگرایی منفی RSI | بدون EPS مثبت
شستان,پتروشیمی شهید رئیسی گلستان,محصولات شیمیایی,54.5,خنثی,90,45,44,30,1781,20260922,-4.8,6.3,24.7,-15.1,-3.1,10.4,21.2,52.1,false,29.4,4.24,above,-11.6,0.79,1740,1924,0.25,1.35,0.86,-1.18,3.46,7,254.43,,,1740,1702,1924,2003,1.82,واگرایی منفی RSI | P/E بالا (254)
ونوین,بانک‌اقتصادنوین‌,بانکها و موسسات اعتباری,54.5,خنثی,90,65,1,57,3690,20260922,-8,9.5,41.7,1.8,-2.1,8.3,77.6,51.2,false,42.4,4.21,above,-12.1,0.85,3585,3870,-217.35,-159.43,0.45,-384.99,229.89,711,5.19,5.4,-3.9,3585,3507,3870,4200,0.99,واگرایی منفی RSI
سقاین,سیمان‌ قائن‌,سیمان، آهک و گچ,54.5,خنثی,100,65,2,44,30500,20260922,-13,26.9,97.9,58.1,0.7,23.3,133.2,56.9,false,56.7,3.57,above,-15.5,1.09,25695,36090,-47.11,-39.71,0.37,-58.1,18.53,3814,8,7.14,12,29410,28321,36090,38269,2.57,خروج مستمر پول حقیقی
ریشمک,تولید و صادرات ریشمک,مواد و محصولات دارویی,54.5,خنثی,90,30,16,70,14690,20260922,-11.8,7.3,27.3,-12.5,-5.9,15.6,59.5,49.3,false,42.2,3.65,above,-18.1,1.02,13730,17940,-14.11,18.32,0.55,-8.81,25.51,2342,6.27,8.86,-29.2,14154,13462,17940,19012,2.65,
زشگزا,شیر و گوشت زاگرس شهرکرد,زراعت و خدمات وابسته,54.4,خنثی,65,20,53.5,70,30250,20260922,-5.4,-4.4,-1.9,-41.7,-4.4,0.5,54.2,44.7,false,24.8,4,above,-11.5,0.81,26525,30822,5,40.66,0.74,-11.73,20.13,4812,6.29,8.07,-22.1,29041,27832,30822,31303,0.24,
دهدشت,صنایع پتروشیمی دهدشت,محصولات شیمیایی,54.4,خنثی,100,70,71.5,10,12910,20260922,9.8,24.6,73.3,33.5,14.1,30.9,48.3,94.2,true,64.6,2.53,above,-0.8,1.35,11250,,0.06,-0.94,2.74,1.1,0.28,,,,,12583,12256,13891,14544,1.5,نقدشوندگی پایین | اشباع خرید | خروج مستمر پول حقیقی | بدون EPS مثبت
شصفها,پتروشیمی‌ اصفهان‌,محصولات شیمیایی,54.4,خنثی,90,15,87.5,70,3110,20260916,1.3,11.1,14.9,-24.9,3.9,13.6,3.1,94.7,false,77.9,0.93,above,-26.1,0.15,2919,3565,0.01,0.42,37.25,0.01,0.24,1217,2.56,,,3081,3052,3565,3687,7.84,نقدشوندگی پایین | اشباع خرید | آخرین معامله 20260916 (متوقف یا کم‌معامله)
سمازن,سیمان‌مازندران‌,سیمان، آهک و گچ,54.4,خنثی,90,30,28.4,57,80740,20260922,-7.2,5.6,28,-11.8,-4.8,7.5,65,46.9,false,39.2,4.37,above,-13.6,1,78840,84265,1.53,-40.69,0.86,-3.55,20.33,11804,6.84,7.14,-4.2,78840,77077,84265,93470,0.96,خروج مستمر پول حقیقی
خبهمن,گروه‌بهمن‌,خودرو و ساخت قطعات,54.3,خنثی,90,40,17,60,2509,20260922,-9.9,-2.4,46.5,6.7,-6.8,7.9,48.5,46.1,false,41.4,4.04,above,-12.5,0.82,2261,2538,-132.66,9.92,0.41,-253.64,143.31,560,4.48,,,2408,2256,2538,2808,0.11,واگرایی منفی RSI
وامید,گروه مدیریت سرمایه گذاری امید,شرکتهای چند رشته ای صنعتی,54.3,خنثی,100,45,1,60,5750,20260922,-2.9,5.1,2.6,-37.3,0.7,7.2,23.8,55.7,false,29.7,3.34,above,-11.5,0.73,5656,6105,-136.06,-181.71,0.4,-109.33,68.29,638,9.01,10.88,-17.2,5656,5560,6105,6498,1.87,خروج مستمر پول حقیقی
شفام,تولیدی و صنعتی گوهرفام,محصولات شیمیایی,54.2,خنثی,90,38,44.5,34,2654,20260922,-11.2,11.9,33.7,-6.1,-2.2,7.4,31.3,49.7,false,38.2,3.73,above,-13.8,0.84,2502,2736,-2.27,5.73,0.84,1.17,4.28,282,9.41,8.01,17.5,2555,2453,2736,3079,0.41,
دفارا,داروسازی‌ فارابی‌,مواد و محصولات دارویی,54.2,خنثی,90,55,2.8,62,17230,20260922,-1.8,-4.2,68.2,28.3,-1.3,13.7,104.5,55.2,false,45.5,3.94,above,-8.7,1.17,16810,18160,-6.65,-90.06,0.83,-40.41,90.69,1956,8.81,12.91,-31.8,16810,16470,18160,18590,1.22,
مادیرا,صنایع مادیران,تولید محصولات کامپیوتری الکترونیکی ونوری,54.1,خنثی,80,45,58.5,26,2920,20260922,-6.9,2.6,22.7,-17.1,-1.1,10.4,9.7,51.4,false,39.9,3.72,above,-19.1,1.26,2785,3050,0.2,20.07,0.79,2.97,30.19,252,11.59,7.98,45.2,2811,2731,3050,3118,0.69,واگرایی منفی RSI
سدبیر,س. تدبیرگران فارس وخوزستان,سرمایه گذاریها,54.1,خنثی,90,30,2.5,82,37670,20260922,-6.5,0.7,22.9,-17,-4.5,6.8,9.1,47.4,false,40,4.09,above,-24.1,1.01,36900,38674,-0.42,-2.87,0.74,-5.61,11,7407,5.09,8.73,-41.7,36900,36129,38674,40487,0.65,واگرایی منفی RSI
قزوین,کارخانجات‌ قند قزوین‌,قند و شکر,54.1,خنثی,100,45,0.5,60,12210,20260922,-7.8,8.1,19.1,-20.7,1.5,9,56.6,52.7,false,32.3,3.87,above,-12.3,0.64,11690,12730,-3.74,-5.94,0.72,-2.44,3.47,1403,8.7,9.8,-11.2,11738,11454,12730,13920,0.69,خروج مستمر پول حقیقی
شهر,گروه مالی شهر,سرمایه گذاریها,54,خنثی,100,53,19.8,34,2296,20260922,-2.8,9.8,31.1,-8.7,4.5,19,38.1,67.2,false,49.6,3.98,above,-5.4,0.67,2158,2428,-12.58,-27.21,1.55,-0.04,5.08,291,7.89,7.13,10.7,2205,2112,2428,2611,0.72,خروج مستمر پول حقیقی
خمهر,مهرکام‌پارس‌,خودرو و ساخت قطعات,53.9,خنثی,100,90,3.6,20,3710,20260922,-4.6,27.3,68.7,28.9,6.9,28.7,67.5,68.7,true,67.1,3.82,above,-9.1,1.29,2596,4080,-17.52,-7.01,0.84,-17.73,19.35,105,35.33,,,3568,3427,4080,4363,1.31,P/E بالا (35)
غشوکو,شوکو پارس,محصولات غذایی و آشامیدنی به جز قند و شکر,53.9,خنثی,95,75,9.5,32,12350,20260922,7.7,2.7,81.4,41.5,2.1,7.2,99,58.1,false,24.5,3.79,above,-8,0.91,11490,13345,-6.95,-17.4,1.18,-4.8,7.1,1478,8.36,,,11882,11256,13345,14282,0.91,خروج مستمر پول حقیقی
خزر,فنرسازی‌زر,خودرو و ساخت قطعات,53.9,خنثی,90,50,15.5,52,2075,20260922,-11.4,12.9,47,7.2,-5.5,12.1,51.2,47.9,false,50.5,3.72,above,-18.2,0.6,1898,2537,-4.89,4.22,0.37,-13.52,10.66,394,5.27,,,1998,1882,2537,2691,2.4,
شیفته,کشت و صنعت شیفته آرای شرق,محصولات غذایی و آشامیدنی به جز قند و شکر,53.9,خنثی,85,65,37.5,24,14020,20260922,-3,9.2,55,15.2,1.8,12.8,,56.9,false,46.9,3.61,,-7.2,0.77,13600,15100,-4.21,-56.82,6.21,65.99,24.2,1559,8.99,7.05,27.6,13600,13347,15100,16112,1.6,خروج مستمر پول حقیقی
وسپهر,گروه سرمایه گذاری سپهر صادرات,شرکتهای چند رشته ای صنعتی,53.8,خنثی,90,30,18.3,65,4510,20260922,-9.6,4.6,22.2,-17.7,-5.1,9.2,28.4,47.3,false,51.3,4.13,above,-12.4,0.54,4294,4790,-25.06,-6.66,1.49,-0.49,18.87,1149,3.93,4.03,-2.6,4324,4201,4790,5150,0.91,واگرایی منفی RSI
نیشکر,توسعه نیشکر و  صنایع جانبی,قند و شکر,53.8,خنثی,70,30,60.2,47,60440,20260922,-12.1,2.9,5.4,-34.4,-5.8,2.9,13.5,42.5,false,35,4.18,above,-14.2,0.72,58557,61094,-15.33,28.16,1.53,0.54,11.72,6371,9.49,9.57,-0.9,58557,57293,61094,62753,0.21,واگرایی مثبت RSI
بهیر,س. توسعه تجارت هیرمند,سرمایه گذاریها,53.8,خنثی,100,40,78,25,4290,20260922,4.4,12,17.8,-22,5.6,16.4,23.9,74.4,false,54.2,2.53,above,0,1.13,4210,,1.06,0.96,1.79,0.16,1.05,223,19.24,,,4210,4156,4616,4833,2.43,نقدشوندگی پایین | واگرایی منفی RSI
ذوب,ذوب آهن اصفهان,فلزات اساسی,53.6,خنثی,100,65,28.5,14,701,20260922,-7.9,40.5,70.6,30.7,6.8,35.9,70.2,65.7,false,60.4,2.71,above,-10.5,1.28,478,783,-145.12,501.58,0.84,-819.21,225.09,12,58.42,13.48,333.4,682,663,783,821,2.16,P/E بالا (58)
غفارس,شیر پاستوریزه پگاه فارس,محصولات غذایی و آشامیدنی به جز قند و شکر,53.6,خنثی,100,50,45.4,9,27260,20260922,-5,37.3,140.8,101,9.6,45.1,166.6,73.3,false,82.7,3.36,above,-7.8,1.19,17390,29560,-11.92,24.83,0.96,4.58,13.75,1963,13.89,7.05,97,26345,25429,29560,31391,1.26,
تیپیکو,سرمایه گذاری دارویی تامین,مواد و محصولات دارویی,53.5,خنثی,90,55,22,40,26010,20260922,-2.5,-0.5,75.7,35.9,-1.8,7.8,82.8,53.9,false,21.7,3.65,above,-11.6,0.49,24620,28600,-21.5,-261.38,2.3,-36.84,149.23,2097,12.4,12.91,-3.9,25060,24145,28600,29408,1.39,خروج مستمر پول حقیقی
شراز,پالایش نفت شیراز,فراورده های نفتی، کک و سوخت هسته ای,53.5,خنثی,90,65,28,26,93850,20260922,-8.1,12.6,104.3,64.5,-4.7,18.4,126.7,53,false,58.3,4.01,above,-16.9,1.31,68720,113000,-101.65,113.53,0.46,-188.83,81.8,10165,9.23,6.26,47.5,90084,86319,113000,120531,2.54,واگرایی منفی RSI
شاملا,معدنی‌ املاح‌  ایران‌,محصولات شیمیایی,53.5,خنثی,90,65,17,37,38400,20260922,-4.5,11.6,43,3.1,-1,12.6,76.9,55.8,false,36.8,4.16,above,-8,0.82,36030,41515,-15.32,0.09,0.79,-23.74,23.1,4322,8.88,9.63,-7.7,36801,35230,41515,44713,0.98,
کتوسعه,توسعه صنایع و معادن کوثر,استخراج سایر معادن,53.5,خنثی,90,30,35,47,18330,20260922,-10.9,1.1,28.2,-11.6,-8.8,9.2,41.7,43.6,false,62.4,4.04,above,-16.7,0.68,15810,22000,-1.96,-18.06,3.83,6.93,3.82,1794,10.22,9.57,6.8,17590,16850,22000,23480,2.48,خروج مستمر پول حقیقی
خکمک,کمک‌فنرایندامین‌,خودرو و ساخت قطعات,53.4,خنثی,100,45,27.5,30,2880,20260922,-6.9,17.9,25.8,-14.1,2.8,21.1,24.7,59.7,false,45,3.65,above,-24.8,0.68,2754,2950,-1.32,21.5,0.48,-10.88,10.8,47,61.28,,,2775,2701,2950,3250,0.39,P/E بالا (61)
شمواد,تولید مواداولیه الیاف مصنوعی,محصولات شیمیایی,53.3,خنثی,100,75,1.4,32,12670,20260922,-0.9,30.6,87.4,47.6,8.7,26.4,163.7,71.2,true,51.7,3.58,above,-5.2,1.13,11700,13370,-26.9,-116.51,0.82,-19.12,24.32,1509,8.4,,,12217,11537,13370,14277,0.62,خروج مستمر پول حقیقی
دپارس,پارس‌ دارو,مواد و محصولات دارویی,53.3,خنثی,70,20,53,60,54910,20260922,-12.7,-12.3,22.6,-17.2,-9.4,1.8,66,41.4,false,26.8,4.48,above,-17,1.16,52173,58570,37.68,67.35,0.62,-15.82,28.26,4755,11.55,12.91,-10.6,52451,50943,58570,60820,0.92,واگرایی منفی RSI
غبهار,کشت وصنعت بهاران گلبهار خراسان,محصولات غذایی و آشامیدنی به جز قند و شکر,53.3,خنثی,90,65,1,52,4550,20260922,-12.5,8.1,104.2,64.4,-1.3,21.8,62.5,55.4,false,69.4,3.55,above,-15,0.61,4110,5350,-0.27,-2.57,0.51,-5.9,10.42,798,5.7,,,4388,4146,5350,5673,1.98,واگرایی منفی RSI
لسرما,سرما آفرین‌,ماشین آلات و تجهیزات,53.3,خنثی,100,65,32,9,7080,20260922,-7.3,15.7,54.4,14.6,3.7,19.2,47.9,60.6,false,53.4,3.44,above,-9.9,0.89,6770,7860,-2.18,2.31,0.55,2.13,5.99,411,17.23,5.15,234.5,6836,6648,7860,8348,1.81,واگرایی منفی RSI
کطبس,ذغال‌سنگ‌ نگین‌ ط‌بس‌,استخراج زغال سنگ,53.2,خنثی,100,65,3.9,37,18470,20260922,-1.6,19.8,69.1,29.3,4.9,29.6,105.5,68.3,false,61.5,3.73,above,-7.2,0.73,17710,19900,-13.09,-19.66,0.92,-3.86,12.6,1904,9.7,9.67,0.3,17780,17365,19900,21279,1.29,واگرایی منفی RSI | خروج مستمر پول حقیقی
زفارس,کشت وصنعت و دامپروری پگاه فارس,زراعت و خدمات وابسته,53.2,خنثی,90,38,17.5,57,22870,20260922,-12.7,5.8,38.9,-1,-4.8,11.3,,49.2,false,49.1,3.87,above,-15.2,0.57,22390,24440,-14.03,4.36,0.4,-17.07,12.14,2916,7.84,8.07,-2.8,22390,21948,24440,26970,1.7,واگرایی منفی RSI
قشکر,شکر,قند و شکر,53.1,خنثی,90,65,42.5,10,5280,20260922,-12.6,15.8,109.5,69.7,-2.4,19.8,64.8,54.7,false,54.4,3.45,above,-15.1,0.27,4920,6220,0.06,6.64,0.25,-6.09,8.13,,,9.8,,5098,4829,6220,6584,2.08,بدون EPS مثبت
تلیسه,دامداری تلیسه نمونه,زراعت و خدمات وابسته,53.1,خنثی,90,40,2.5,70,8990,20260922,-9.1,-1.9,42.6,2.8,-7.7,2.5,68.5,42.7,false,38.2,4.43,above,-16.8,0.64,8863,9370,-7.8,-5.22,0.51,-25.92,23.49,1266,7.1,8.07,-12,8863,8664,9370,9880,1.17,واگرایی منفی RSI
لازما,کارخانه های صنعتی آزمایش,ماشین آلات و تجهیزات,53.1,خنثی,100,60,24.3,20,204900,20260922,6.4,57.7,181.3,141.4,19.5,64.2,156.3,92.9,true,82.1,2.99,above,-4.4,1.91,84600,,-19.64,-34.78,1.37,-9.32,9.05,4652,44.05,,,198772,192645,223283,235538,1.5,اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی | P/E بالا (44)
دزاگرس,دارویی و نهاده های زاگرس دارو,مواد و محصولات دارویی,53,خنثی,85,38,9.7,70,23380,20260922,-2.1,-7.7,31.4,-8.5,-3.5,4.6,88.9,49.5,false,42.5,3.64,above,-13.3,0.89,22820,26090,-5.82,-89.75,1.09,-2.54,101.14,3000,7.79,8.86,-12,22820,22395,26090,26970,2.75,
پرداخت,به پرداخت ملت,رایانه و فعالیت‌های وابسته به آن,53,خنثی,90,30,27,53,6810,20260922,-12.7,12.6,20.1,-19.7,-6,6.2,21,45.7,false,41.8,4.12,above,-15.8,0.68,6670,7490,-4.46,50.67,0.37,-14.58,10.11,481,14.16,18.19,-22.2,6670,6530,7490,8090,2.43,
چخزر,صنایع چوب خزر کاسپین,محصولات چوبی,53,خنثی,70,55,37,47,181300,20260922,-3.6,-2.7,115.7,75.9,-4.1,7.4,118.4,50.9,false,31.7,3.92,above,-10.9,0.67,164200,188600,-8.57,-15.74,3.29,21.75,14.69,20671,8.77,9.03,-2.9,174202,163555,188600,197900,0.41,خروج مستمر پول حقیقی
خعمرا,توسعه و عمران شهرستان نائین,خودرو و ساخت قطعات,53,خنثی,100,58,60.5,25,7260,20260922,14.9,30.8,34.1,-5.8,16.6,36.5,45,86.6,true,36.2,3.09,above,0,1.33,6270,,0,1.15,1.98,3.21,1.16,458,15.85,,,7036,6812,7932,8381,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20
کدما,معدنی‌ دماوند,استخراج کانه های فلزی,52.9,خنثی,90,45,27.5,40,87200,20260922,-7,4.3,25.5,-14.3,-1.4,9.7,53.2,51.2,false,33.9,3.74,above,-12,0.85,83300,91475,1.16,-10.7,0.53,-15.81,15.12,6579,13.25,13.76,-3.7,83941,81670,91475,99130,0.77,واگرایی منفی RSI
شفارس,صنایع‌ شیمیایی‌ فارس‌,محصولات شیمیایی,52.8,خنثی,100,53,1.7,47,2185,20260922,-7.2,10.5,31.3,-8.5,0.4,16.7,36.2,56.8,false,40.9,4.08,above,-11.8,0.91,2157,2311,-1.54,-2.59,0.81,-2.91,10.41,231,9.46,9.63,-1.8,2157,2112,2311,2379,1.73,واگرایی منفی RSI
ورنا,سرمایه‌گذاری‌ رنا(هلدینگ‌,خودرو و ساخت قطعات,52.6,خنثی,100,53,28.2,20,7620,20260922,0.5,13.2,36.8,-3,2.7,24.8,59.9,64.5,false,60.3,3.85,above,-4.6,0.86,6980,7960,31.61,-52.38,0.83,-19.12,126.23,218,34.95,,,7327,6886,7960,8547,0.46,P/E بالا (35)
سبهان,سیمان‌ بهبهان‌,سیمان، آهک و گچ,52.6,خنثی,55,30,40.5,80,5580,20260922,-12,6.5,-19,-58.8,-7.8,-0.1,32.1,40.8,false,25.2,4.21,above,-27.9,0.56,5465,5770,2.47,8.45,0.39,-15.12,12.95,989,5.64,7.14,-21,5465,5347,5770,6700,0.82,
وآرین,گروه توسعه اقتصادی آرین,سرمایه گذاریها,52.6,خنثی,100,65,8.4,30,2770,20260922,-11.4,21.7,65,25.1,1.9,27.5,57.6,59.7,false,58.3,3.87,above,-14,1.48,2738,3220,-11.53,-17.86,1.08,-2.13,3.91,62,44.68,,,2738,2685,3220,3435,5.28,خروج مستمر پول حقیقی | P/E بالا (45)
دعبید,لابراتوارداروسازی‌  دکترعبیدی‌,مواد و محصولات دارویی,52.5,خنثی,100,65,21,17,24460,20260922,-1,15.3,70.6,30.7,6.2,17.7,101.6,66.1,false,46.4,3.23,above,-3.9,0.94,22180,25440,-49.77,-328.85,3.93,-53.73,108.73,1503,16.27,12.91,26.1,23669,22482,25440,27022,0.5,خروج مستمر پول حقیقی
وپخش,داروپخش‌ (هلدینگ‌,مواد و محصولات دارویی,52.5,خنثی,70,55,52,30,47200,20260922,-2.7,-5.8,44.7,4.9,0,3.2,74.1,52.8,false,20.8,4,above,-9.5,0.82,46544,47836,34.6,54.74,0.64,-8.99,33.09,3800,12.42,12.91,-3.8,46544,45600,47836,51000,0.4,واگرایی منفی RSI
بساما,بیمه سامان,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,52.4,خنثی,100,48,41.4,10,14840,20260922,5.9,18.4,33.4,-6.5,14.7,30.1,44.6,83.4,true,47.9,3.48,above,-2.2,1.5,12900,,-2.66,-15.46,1.37,2.74,4.71,,,18.13,,14323,13806,16390,17424,1.5,اشباع خرید | خروج مستمر پول حقیقی | بدون EPS مثبت
لوتوس,تامین سرمایه لوتوس پارسیان,فعالیتهای کمکی به نهادهای مالی واسط,52.4,خنثی,88,55,13,47,3420,20260922,2,20.7,24,-15.8,10,17.1,57.7,70,true,19.3,3.34,above,-4.5,1.29,3063,,-22.19,-48.85,0.71,-20.95,12.83,594,5.76,5.92,-2.7,3306,3192,3763,3991,1.5,واگرایی منفی RSI | خروج مستمر پول حقیقی
اخابر,مخابرات ایران,مخابرات,52.4,خنثی,90,65,2.5,47,1020,20260922,-8.1,6.3,93.3,53.5,-1.5,18.6,83.1,55.3,false,49.2,3.73,above,-11.3,0.63,946,1069,-103.83,-40.74,0.37,-224.41,154.78,124,8.23,8.37,-1.7,982,927,1069,1150,0.53,واگرایی منفی RSI
تکمبا,کمباین‌ سازی‌ ایران‌,ماشین آلات و تجهیزات,52.4,خنثی,100,45,27.5,26,8570,20260922,-10.8,6.1,16.3,-23.6,0.7,14.5,39.5,54.4,false,48.8,3.76,above,-13.3,0.83,8320,9890,-3.72,11.08,0.65,-0.99,6.22,809,10.59,5.15,105.7,8320,8159,9890,10534,3.21,
غناب,روغن‌ نباتی‌ ناب,محصولات غذایی و آشامیدنی به جز قند و شکر,52.3,خنثی,90,43,46.9,20,1154,20260922,-2.7,-1,39.4,-0.5,-1.1,14.7,39.4,55.9,false,27.8,3.98,above,-8,0.75,1096,1253,0.6,-0.55,0.98,4.62,7.72,41,28.15,,,1108,1073,1253,1344,1.22,واگرایی منفی RSI
بکابل,سیم و کابل ابهر,ماشین آلات و دستگاه‌های برقی,52.3,خنثی,90,20,28,57,5690,20260922,-7.2,-1.7,14.9,-25,-3,8.1,29.3,49.6,false,31.4,4.06,above,-12.1,0.79,5466,5850,-3.11,47.2,0.53,-19.18,15.29,1041,5.47,5.95,-8.1,5466,5351,5850,6240,0.47,
بنو,بیمه تجارت نو,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,52.3,خنثی,70,20,27,82,1834,20260922,-11.8,-3.7,10.2,-29.6,-9.6,1.5,26.2,40.5,false,27.5,4.2,above,-16.3,0.41,1798,1935,-3.52,54.44,0.38,-13.21,14.02,239,7.67,18.13,-57.7,1798,1760,1935,2074,1.36,
حیات,بیمه زندگی مفید,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,52.3,خنثی,100,60,81,20,8550,20260916,10.3,56.3,291.5,251.7,19.2,65.2,,99.8,true,97.6,2.33,above,-1.7,2.07,2530,,4.93,16.88,2.52,-0.24,2.93,327,26.15,,,8350,8151,9149,9548,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | آخرین معامله 20260916 (متوقف یا کم‌معامله)
فمراد,آلومراد,فلزات اساسی,52.2,خنثی,100,85,10.8,10,3930,20260922,5.6,16.6,71.4,31.6,7.7,23.2,46.4,73.3,true,43.8,3.74,above,-4.1,1.19,3780,,-2.27,-1.83,1.15,-5.2,7.44,,,13.48,,3783,3707,4371,4665,1.97,بدون EPS مثبت
غبشهر,صنعتی‌ بهشهر,محصولات غذایی و آشامیدنی به جز قند و شکر,52.1,خنثی,100,50,11.5,37,17720,20260922,0.1,29.9,280.9,241.1,5.1,42.3,226.5,70.6,false,81.2,3.29,above,-9.3,1.46,5123,19540,-33.04,-49.51,0.64,-119.34,68.35,2019,8.78,8.53,2.9,17138,16555,19540,20705,1.56,
بمیلا,توسعه سرمایه گذاری میلاد پارس,تجارت عمده فروشی به جز وسایل نقلیه موتور,52.1,خنثی,75,70,52.5,10,7200,20260922,-11.2,32.1,-6.9,-46.7,2.9,13.1,-0.7,54.9,true,36.8,3.59,above,-38.1,0.58,6960,7780,0.15,22.42,0.64,-5.51,7.25,,,,,6960,6831,7780,8250,1.57,بدون EPS مثبت
حپارسا,توسعه حمل و نقل ریلی پارسیان,حمل ونقل، انبارداری و ارتباطات,52.1,خنثی,90,65,1.5,47,20340,20260922,-8.8,4.3,52,12.2,-1.3,9.1,102.8,50.6,false,37.4,4.22,above,-12.3,0.65,19880,21200,-4.98,-21.33,0.64,-6.69,7.95,2511,8.1,7.68,5.5,19880,19451,21200,23200,0.97,خروج مستمر پول حقیقی
های وب,داده گسترعصرنوین-های وب,اطلاعات و ارتباطات,52,خنثی,100,45,42.2,10,457,20260922,-6.4,19.9,29.5,-10.4,1.9,19.2,30.5,59.6,false,48.3,3.85,above,-27.1,0.83,432,499,4.22,3.64,0.81,-16.98,37.1,,,7.97,,439,423,499,545,1.24,بدون EPS مثبت
غکورش,صنعت غذایی کورش,محصولات غذایی و آشامیدنی به جز قند و شکر,52,خنثی,90,65,1,47,24660,20260922,-7.9,12.6,76.3,36.4,0,16.8,143.7,57.3,false,49.4,4.18,above,-11.6,0.69,23910,27890,-90.47,-466.86,0.55,-126.36,121.19,2993,8.24,8.53,-3.4,23910,23394,27890,29953,2.55,واگرایی منفی RSI | خروج مستمر پول حقیقی
غانیزان,فرآورده های دامی ولبنی دالاهو,محصولات غذایی و آشامیدنی به جز قند و شکر,51.9,خنثی,70,45,53.7,34,8630,20260922,-11.5,17.3,13.3,-26.5,-1.3,12.4,43.7,53.2,false,30,4.24,above,-11.6,0.95,8065,8740,-9.44,13.18,1.29,7.85,11.41,797,10.83,8.53,26.9,8264,7882,8740,9760,0.15,
وپترو,سرمایه‌گذاری صنایع پتروشیمی‌,محصولات شیمیایی,51.9,خنثی,90,65,0.5,47,75940,20260922,-10.9,23.7,98.2,58.4,-1.9,36,87,59.3,false,70.9,3.9,above,-14.6,1.13,45767,88910,-160.21,-206.6,0.43,-172.53,60.4,7753,9.79,9.63,1.7,72978,70015,88910,94835,2.19,خروج مستمر پول حقیقی
کازرو,پتروشیمی کازرون,محصولات شیمیایی,51.9,خنثی,100,70,61.5,10,12680,20260922,13.4,39.2,95.1,55.3,19.2,39.8,65.8,97,true,76.9,2.39,above,-14.6,0.14,9730,13370,-0.08,23.18,2.44,0.75,1.72,,,,,12377,12075,13370,13940,1.14,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
کرمان,س. توسعه و عمران استان کرمان,انبوه سازی، املاک و مستغلات,51.9,خنثی,90,53,43,14,1447,20260922,-7.1,13.2,31,-8.9,-0.5,17.3,38.3,55.6,false,60.7,3.6,above,-11.8,0.91,1381,1640,20.47,35.94,0.55,-68.52,67.98,2,723.5,23.59,2967,1395,1355,1640,1744,2.1,واگرایی منفی RSI | P/E بالا (724)
کرازی,کارخانجات‌تولیدی‌شیشه‌رازی‌,سایر محصولات کانی غیرفلزی,51.8,خنثی,70,50,1,82,1732,20260922,-9.7,5.2,46.7,6.8,-5,10.6,56.5,48.8,false,37.6,4.22,above,-14.8,0.73,1706,1839,-22.42,-1.16,0.48,-27.85,20.51,221,7.84,12.75,-38.5,1706,1669,1839,2032,1.71,
خراسان,پتروشیمی خراسان,محصولات شیمیایی,51.6,خنثی,70,30,28.5,70,52330,20260922,-11.6,6,-3.3,-43.1,-7.5,4.6,55.6,43.7,false,29.7,4,above,-17.2,1.23,49990,55712,-19.6,52.74,0.46,-69.7,29.06,7006,7.47,9.63,-22.4,50238,48944,55712,57180,1,
سباقر,سیمان باقران,سیمان، آهک و گچ,51.5,خنثی,90,65,2,44,353600,20260922,-11.6,18.4,104.5,64.7,-0.3,26.7,157.3,58.9,false,70.9,3.7,above,-13.5,0.95,341600,409000,-75.63,-5.96,0.33,-245.12,100.76,44486,7.95,6.69,18.8,341600,335053,409000,435189,2.99,
سشرق,سیمان‌ شرق‌,سیمان، آهک و گچ,51.5,خنثی,90,30,17,57,23060,20260922,-10.4,11,20.5,-19.3,-5.9,8.5,55.3,47.5,false,34.4,4.2,above,-16,0.64,20910,27450,-14.32,12.42,0.5,-54.95,49.89,3056,7.55,7.14,5.7,22092,20640,27450,29386,1.81,
سفارود,کارخانه فارسیت درود,سایر محصولات کانی غیرفلزی,51.5,خنثی,100,70,60,10,12320,20260922,10.2,41.1,69.7,29.9,18.6,48.1,82.5,96.8,true,85,1.76,above,0,0.51,7360,,0,30.88,6.17,2.06,2.55,,,,,12103,11885,12972,13407,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
