symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,lockedDays20,sellQueueDays5,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
شگل,گلتاش‌,محصولات شیمیایی,51.9,خنثی,90,65,0.5,47,3059,20260926,-6.7,7.4,90.8,52.2,-0.3,15.7,77.9,55.1,6,1,false,39.8,3.56,above,-12.8,0.8,2934,3510,-21.04,-10.03,0.4,-26.16,12.87,339,9.02,9.63,-6.3,2950,2880,3510,3728,2.51,سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 78٪ بالای MA200 | سرانه خرید ضعیف (0.40) | صف فروش در ۵ روز اخیر
ثشرق,سرمایه گذاری مسکن شمال شرق,انبوه سازی، املاک و مستغلات,51.9,خنثی,35,80,77.5,24,4960,20260926,15.5,2.2,-37.4,-76,13.6,-3.7,-55.5,57.7,8,0,true,34.4,3.33,below,-71.2,0.21,3853,5613,0.9,0.61,5.4,8.42,10.61,238,20.84,6.61,215.3,4795,4629,5613,6306,1.98,سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر)
آلومینا,آلومینای ایران,فلزات اساسی,51.9,خنثی,90,53,17,40,219100,20260926,-3.6,3.8,34.3,-4.3,-3.8,18.2,60.2,53.8,0,0,false,49.5,3.9,above,-14.4,0.67,182300,256100,-31.34,-200.79,1.42,-4.34,36.79,16822,13.02,13.48,-3.4,210565,202030,256100,273170,2.17,خروج مستمر پول حقیقی | 60٪ بالای MA200 | حد ضرر دور (7.8٪) | شناوری کم (6٪)
خپارس,پارس خودرو,خودرو و ساخت قطعات,51.8,خنثی,100,75,17,10,2052,20260926,-2.1,39.8,101,62.4,10.9,43.1,111.8,74.1,12,2,true,62.6,3.14,above,-9.4,2,1216,,-36.68,-48.64,0.79,13.04,71.72,,,,,1988,1923,2245,2374,1.5,بدون EPS مثبت | سهم صفی: 12 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (101٪ در ۶۰ روز، 43٪ بالای MA50) | 112٪ بالای MA200 | سرانه خرید ضعیف (0.79) | صف فروش در ۵ روز اخیر
تجلی,تجلی توسعه معادن و فلزات,استخراج کانه های فلزی,51.8,خنثی,100,70,27,4,2012,20260926,-7.2,13.6,10.4,-28.2,4.5,14.3,30.3,59.1,1,0,true,39.7,3.46,above,-8.3,0.66,1933,2194,-16.28,36.2,0.66,-15.24,16.64,37,54.38,14.44,276.6,1942,1898,2194,2333,1.6,P/E بالا (54) | عرضه حقوقی به حقیقی (-43 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.66)
سغدیر,توسعه سرمایه و صنعت غدیر,سیمان، آهک و گچ,51.6,خنثی,90,45,28.5,34,22390,20260926,-4,2.7,25.8,-12.8,-3.7,9,48.3,51,3,0,false,37.6,3.95,above,-16.2,0.6,21280,23570,7.51,-53.57,0.86,-2.83,16.36,2624,8.53,6.69,27.5,21506,20838,23570,26720,0.76,خروج مستمر پول حقیقی
غانیزان,فرآورده های دامی ولبنی دالاهو,محصولات غذایی و آشامیدنی به جز قند و شکر,51.6,خنثی,70,45,52.5,34,8630,20260926,-6.4,10.8,7.5,-31.1,-2.4,11.5,42.6,52.6,5,0,false,27.9,4.18,above,-11.6,0.78,8065,8740,-1.77,8.29,1.71,11.48,11.57,797,10.83,8.53,26.9,8269,7884,8740,9760,0.15,عرضه حقوقی به حقیقی (-6 میلیارد تومان در ۲۰ روز) | حد ضرر دور (8.6٪)
وساخت,سرمایه‌ گذاری‌ ساختمان‌ایران‌,انبوه سازی، املاک و مستغلات,51.6,خنثی,90,65,27.5,19,1970,20260926,-11.1,6.5,43,4.4,-2.9,10.2,54.7,50.3,7,0,false,32,3.8,above,-15.2,0.89,1845,1993,-6.07,43.89,0.82,-2.3,24.15,144,13.68,6.61,107,1895,1808,1993,2324,0.14,سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-47 میلیارد تومان در ۲۰ روز) | 55٪ بالای MA200 | حد ضرر دور (8.2٪)
کگهر,معدنی و صنعتی گهرزمین,استخراج کانه های فلزی,51.6,خنثی,70,28,28,72,7180,20260926,-9.6,-1.9,34.7,-3.9,-7.1,8.1,39.7,45.4,3,0,false,39.9,3.65,above,-15.9,0.81,6980,7870,-24.6,88.16,0.6,-65.22,57.5,870,8.25,14.44,-42.8,6980,6849,7870,8540,2.09,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-76 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.60) | واگرایی منفی
فنوال,نورد آلومینیوم‌,فلزات اساسی,51.6,خنثی,85,28,0,82,12220,20260926,-4.3,-5.7,38.2,-0.4,-5,2.7,67,46.3,3,1,false,37,3.95,above,-13.8,0.96,10390,13330,-13.31,-33.47,0.42,-19.09,8.19,1597,7.65,13.48,-43.2,11738,11255,13330,13560,1.15,واگرایی منفی RSI | خروج مستمر پول حقیقی | 67٪ بالای MA200 | سرانه خرید ضعیف (0.42) | واگرایی منفی | حد ضرر دور (7.9٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
ما,بیمه  ما,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,51.6,خنثی,90,53,1,55,3740,20260926,-4.3,4.5,37.9,-0.7,-1.2,14.9,52.2,54.5,4,0,false,47.9,3.66,above,-9.4,0.28,3420,4130,-4.88,-4.64,0.53,-4.51,5.37,755,4.95,4.59,7.9,3603,3398,4130,4404,1.14,واگرایی منفی RSI | 52٪ بالای MA200 | سرانه خرید ضعیف (0.53) | واگرایی منفی | حد ضرر دور (9.2٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
سفارود,کارخانه فارسیت درود,سایر محصولات کانی غیرفلزی,51.5,خنثی,100,70,60,10,12810,20260926,10.2,41.2,79.7,41.1,19.1,49.5,88.1,97.3,13,0,true,86.7,1.73,above,0,0.44,7360,,0,30.88,5.77,2.36,2.52,,,,,12589,12368,13474,13916,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت | سهم صفی: 13 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (80٪ در ۶۰ روز، 49٪ بالای MA50) | عرضه حقوقی به حقیقی (-31 میلیارد تومان در ۲۰ روز) | 88٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان
تملت,تامین سرمایه بانک ملت,فعالیتهای کمکی به نهادهای مالی واسط,51.5,خنثی,100,53,35.5,68,2160,20260923,-1.3,4.7,31,-7.6,0.5,14.1,49.6,63.9,0,0,false,43.7,3.08,above,-3.7,0.69,2019,2198,-3.74,-10.47,2.17,0.73,1.98,517,4.18,5.92,-29.4,2093,1993,2198,2331,0.23,نقدشوندگی پایین | خروج مستمر پول حقیقی | حد ضرر دور (7.7٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (4٪) | آخرین معامله 20260923 (متوقف یا کم‌معامله)
غبشهر,صنعتی‌ بهشهر,محصولات غذایی و آشامیدنی به جز قند و شکر,51.4,خنثی,100,60,0.5,37,18570,20260926,9,28.4,276.4,237.8,7.5,43.6,232,74.9,9,0,false,78.7,3.1,above,-5,0.9,16520,19540,-42.14,-60.76,0.54,-124.71,73.61,2019,9.2,8.53,7.8,17994,17418,19540,20692,0.84,سهم صفی: 9 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (276٪ در ۶۰ روز، 44٪ بالای MA50) | 232٪ بالای MA200 | سرانه خرید ضعیف (0.54)
شفا,سرمایه گذاری شفادارو,مواد و محصولات دارویی,51.4,خنثی,100,75,21.5,4,60790,20260926,2.7,10.5,154.5,115.9,1.2,28.5,181.8,63.9,8,0,false,61.8,3.22,above,-9.2,0.71,36200,66970,-27.5,-114.97,1.61,-27.49,44.59,2066,29.42,12.91,127.9,58831,56871,66970,70889,1.58,خروج مستمر پول حقیقی | سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (154٪ در ۶۰ روز، 29٪ بالای MA50) | 182٪ بالای MA200 | شناوری کم (9٪)
حآسا,آسیا سیر ارس,حمل ونقل، انبارداری و ارتباطات,51.4,خنثی,90,53,41,14,4490,20260926,-3.4,7.9,33.1,-5.5,-2.9,8.7,33.2,52.8,4,1,false,29.9,3.68,above,-10.6,0.77,4011,5020,2.05,1.88,0.77,-1.67,5.4,152,29.54,7.68,284.6,4325,4076,5020,5351,1.28,سرانه خرید ضعیف (0.77) | حد ضرر دور (9.2٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
پشاهن,تولیدی پلاستیک‌ شاهین,لاستیک و پلاستیک,51.3,خنثی,100,70,44.2,25,117600,20260926,11.3,34.6,85.8,47.2,16.4,33.7,58.5,92,20,0,true,58.9,2.51,above,0,1.27,91457,,0,0,1.57,0.31,0.12,7250,16.22,,,114648,111696,126456,132361,1.5,نقدشوندگی پایین | واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 20 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (86٪ در ۶۰ روز، 34٪ بالای MA50) | 58٪ بالای MA200 | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
زکوثر,سرمایه گذاری کشاورزی کوثر,زراعت و خدمات وابسته,51.1,خنثی,95,75,21.5,9,84950,20260926,6.3,5.3,137.5,98.9,1.4,18.4,97.5,62.4,2,0,false,42.9,3.59,above,-6.2,0.34,83360,90600,-11.39,-144.83,9.02,-3.45,26.66,6364,13.35,6.33,110.9,83360,81836,90600,96696,1.81,واگرایی منفی RSI | خروج مستمر پول حقیقی | رشد عمودی (137٪ در ۶۰ روز، 18٪ بالای MA50) | 98٪ بالای MA200 | واگرایی منفی
سبجنو,سیمان‌ بجنورد,سیمان، آهک و گچ,51.1,خنثی,70,55,6.5,70,50160,20260926,0.4,6.1,7.5,-31.1,-2,4.3,44,51.3,1,0,false,20.8,3.54,above,-11,0.61,47787,51170,-0.6,-33.33,0.96,-7.01,7.91,8801,5.7,7.14,-20.2,48385,46899,51170,52160,0.31,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (11٪)
قنیشا,قند  نیشابور,قند و شکر,51.1,خنثی,100,65,28.4,4,3330,20260926,-0.9,11.7,39.6,1,1.7,17.4,42.4,58.6,0,0,false,53.1,3.54,above,-7.8,0.81,3260,3610,-0.36,-4.2,1.3,4.37,5.35,119,27.98,9.8,185.5,3260,3201,3610,3846,2.17,واگرایی منفی RSI | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فولای,صنایع فولاد آلیاژی یزد,فلزات اساسی,51.1,خنثی,90,53,34.9,19,4780,20260926,-2.2,19.5,33.6,-5,4.1,27.6,25.8,66.4,0,0,false,65.8,3.51,above,-11.2,0.61,4699,4988,-11.17,-44.47,1.53,15.62,25.89,393,12.16,8.05,51.1,4699,4615,4988,5216,1.26,خروج مستمر پول حقیقی
کرازی,کارخانجات‌تولیدی‌شیشه‌رازی‌,سایر محصولات کانی غیرفلزی,51,خنثی,70,40,6.1,82,1739,20260926,-4.6,-0.3,39.1,0.5,-4.8,9.4,55.8,49.3,3,1,false,33.9,4.09,above,-14.4,0.7,1706,1839,-2.81,-7.41,1.02,-12.4,21.15,221,7.87,12.75,-38.3,1706,1670,1839,2032,1.46,56٪ بالای MA200 | صف فروش در ۵ روز اخیر
وپست,پست بانک ایران,بانکها و موسسات اعتباری,51,خنثی,90,20,2,78,9650,20260926,-8.4,-1.3,20.7,-17.9,-4.3,4.2,58.1,46.6,0,0,false,29.7,4.17,above,-13.2,0.68,9450,9870,-37.35,-134.44,0.54,-57.95,45.54,2033,4.75,5.4,-12.1,9450,9249,9870,10060,0.55,خروج مستمر پول حقیقی | 58٪ بالای MA200 | سرانه خرید ضعیف (0.54)
خمهر,مهرکام‌پارس‌,خودرو و ساخت قطعات,51,خنثی,100,65,2,30,3550,20260926,-10.8,16.5,52.3,13.7,0.6,21.1,59,57.9,1,1,false,62.7,3.9,above,-13,0.8,2596,4080,-20.2,-10.35,0.58,-27.38,19.29,105,33.81,,,3411,3273,4080,4357,1.91,P/E بالا (34) | 59٪ بالای MA200 | سرانه خرید ضعیف (0.58) | حد ضرر دور (7.8٪) | صف فروش در ۵ روز اخیر
بیوتیک,آنتی بیوتیک سازی ایران,مواد و محصولات دارویی,50.9,خنثی,90,50,41.5,14,31410,20260926,-9.4,1.2,109.2,70.6,-8.2,17.5,90.4,48.3,6,1,false,61.6,3.85,above,-18.7,1.05,16181,35970,10.62,9.56,0.62,-32.84,26.29,1448,21.69,8.86,144.8,30200,28990,35970,38640,1.88,سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (109٪ در ۶۰ روز، 18٪ بالای MA50) | 90٪ بالای MA200 | سرانه خرید ضعیف (0.62) | حد ضرر دور (7.7٪) | صف فروش در ۵ روز اخیر
شسینا,صنایع‌شیمیایی‌سینا,محصولات شیمیایی,50.9,خنثی,90,30,1.5,70,3960,20260926,-11.8,4.5,24.6,-14,-4.5,9.5,45.3,48.1,1,1,false,44,3.56,above,-16.6,0.9,3700,4030,-7.97,-6.75,0.55,-11.25,6.61,523,7.57,9.63,-21.4,3819,3629,4030,4750,0.21,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.55) | حد ضرر دور (8.3٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
کرومیت,توسعه معادن کرومیت کاوندگان,استخراج کانه های فلزی,50.9,خنثی,100,53,27,14,5300,20260926,-9.9,25,37,-1.6,4.2,22.6,31.9,60.6,9,0,false,56.3,3.37,above,-10.9,1.23,5029,5950,-2.19,38.67,0.69,-19.83,23.18,198,26.77,14.44,85.4,5121,4940,5950,6307,1.8,سهم صفی: 9 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-41 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.69)
شپلی,پلی اکریل ایران,محصولات شیمیایی,50.8,خنثی,100,65,1,30,6600,20260926,-8.3,30.4,98.4,59.8,2.8,13.4,139.3,58.4,9,4,false,45.3,3.15,above,-10.8,0.71,6170,7400,-17.97,-1.87,0.59,-6.99,33.32,237,27.85,,,6392,6081,7400,7815,1.54,سهم صفی: 9 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 139٪ بالای MA200 | سرانه خرید ضعیف (0.59) | حد ضرر دور (7.9٪) | صف فروش در ۵ روز اخیر
غپینو,پارس‌ مینو,محصولات غذایی و آشامیدنی به جز قند و شکر,50.8,خنثی,90,30,1,70,1932,20260926,-11,0.3,25.5,-13.1,-2.3,5.6,77.7,49.4,3,1,false,43,4.16,above,-13.7,0.67,1861,1983,-14.26,-74.7,0.52,-38.16,45.81,275,7.03,8.53,-17.6,1861,1821,1983,2239,0.46,خروج مستمر پول حقیقی | 78٪ بالای MA200 | سرانه خرید ضعیف (0.52) | صف فروش در ۵ روز اخیر
پتایر,ایران‌ تایر,لاستیک و پلاستیک,50.8,خنثی,70,40,17,70,2616,20260926,-8,-8.8,41.4,2.8,-6.8,11,44.2,47,3,1,false,39.4,4.45,above,-13.2,0.76,2232,2954,-10.89,2.93,0.45,-49.01,27.96,392,6.67,8.21,-18.7,2500,2383,2954,3015,1.45,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-8 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.45) | واگرایی منفی | حد ضرر دور (8.9٪) | صف فروش در ۵ روز اخیر
کطبس,ذغال‌سنگ‌ نگین‌ ط‌بس‌,استخراج زغال سنگ,50.7,خنثی,100,50,5.8,37,18820,20260926,-3.4,15.1,69.9,31.3,5.4,29.2,106.1,70.3,4,0,false,58.6,3.69,above,-5.4,0.51,17710,19900,-6.85,-31.48,0.99,-0.94,12,1904,9.88,9.67,2.2,18126,17363,19900,21287,0.74,واگرایی منفی RSI | خروج مستمر پول حقیقی | 106٪ بالای MA200 | واگرایی منفی | حد ضرر دور (7.7٪)
وتوسکا,سرمایه گذاری توسعه توکا,سرمایه گذاریها,50.7,خنثی,90,43,65.2,35,1621,20260926,-9.2,-1.3,34.5,-4.1,-1.4,11.3,26.6,52.8,5,1,false,36.5,3.61,above,-10.5,0.73,1519,1734,0.04,1.24,1.15,0.61,1.31,100,16.21,,,1562,1490,1734,1812,0.86,نقدشوندگی پایین | واگرایی منفی RSI | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | واگرایی منفی | حد ضرر دور (8.1٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
پکرمان,گروه‌ صنعتی‌ بارز,لاستیک و پلاستیک,50.6,خنثی,90,45,1.5,57,7180,20260926,-8.9,0.3,16,-22.6,-1.2,8.7,11,51,4,1,false,33.5,3.52,above,-19.1,0.85,7057,7304,-52.22,-51.15,0.47,-55.71,27.89,953,7.53,8.21,-8.2,7057,6930,7304,7431,0.5,واگرایی منفی RSI | خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.47) | واگرایی منفی | صف فروش در ۵ روز اخیر
لسرما,سرما آفرین‌,ماشین آلات و تجهیزات,50.6,خنثی,100,65,31.5,19,6960,20260923,-7.6,10.8,51.8,13.2,1.4,16.2,45,57.1,5,2,false,52.1,3.59,above,-11.5,0.83,6770,7115,-2.18,2.65,0.45,1.16,5.92,411,16.93,5.15,228.8,6770,6645,7115,7860,0.49,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-3 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.45) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر | آخرین معامله 20260923 (متوقف یا کم‌معامله)
وگستر,گسترش سرمایه گذاری ایرانیان,سرمایه گذاریها,50.5,خنثی,100,85,4.2,10,10870,20260926,4.5,30.2,98,59.4,13.2,25.6,68.8,75.1,2,0,true,53.7,3.57,above,-1.6,0.77,9860,,-21.16,-16.21,0.89,-6.1,13.2,,,8.73,,10482,9899,12035,12811,1.2,خروج مستمر پول حقیقی | بدون EPS مثبت | 69٪ بالای MA200 | حد ضرر دور (8.9٪)
سخزر,سیمان‌ خزر,سیمان، آهک و گچ,50.5,خنثی,90,45,1,57,6230,20260926,-4.3,8.7,23.9,-14.7,-3.7,10.4,42.3,51.7,5,1,false,30,3.86,above,-14.4,0.76,6100,7280,-18.37,-47.25,0.64,-26.68,21.96,822,7.58,7.14,6.1,6100,5980,7280,7761,4.2,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.64) | صف فروش در ۵ روز اخیر
خچرخش,چرخشگر,خودرو و ساخت قطعات,50.5,خنثی,100,53,47.4,32,21940,20260926,-4.8,13.6,36.2,-2.4,1.2,12.9,37,60.3,0,0,false,44.3,3.43,above,-7.8,0.65,21362,23791,-0.8,1.85,1.44,2.07,1.93,2337,9.39,,,21362,20986,23791,25296,1.94,نقدشوندگی پایین | عرضه حقوقی به حقیقی (-2 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
حسینا,توسعه خدمات دریایی وبندری سینا,حمل ونقل، انبارداری و ارتباطات,50.4,خنثی,100,45,21.5,24,18650,20260926,-1.2,22.5,24.5,-14.1,4.3,13.7,40.6,61.2,5,0,false,36.8,3.84,above,-7.9,0.89,16559,20260,-34.11,-38.52,2.78,-31.4,30.88,2130,8.76,7.68,14,17934,16860,20260,21692,0.9,خروج مستمر پول حقیقی | حد ضرر دور (9.6٪)
ویسا,سرمایه گذاری ایساتیس پویا,سرمایه گذاریها,50.4,خنثی,100,65,17.5,52,5020,20260926,-7.7,24.6,57.9,19.3,2.6,22.2,46.5,60.5,2,0,false,61,3.44,above,-11.9,0.59,4118,5700,-4.25,0.64,0.7,-3.37,2.47,633,7.93,,,4847,4674,5700,6046,1.97,نقدشوندگی پایین | عرضه حقوقی به حقیقی (-2 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.70) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
چافست,افست‌,انتشار، چاپ و تکثیر,50.3,خنثی,85,40,2,65,21380,20260926,-6.7,-7.3,46.5,7.9,-4.4,6.6,63.6,45.9,2,0,false,39.6,4.21,above,-15.2,0.42,20780,24060,-10.16,-41.66,0.7,-8.53,9.11,4380,4.88,5.01,-2.6,20780,20329,24060,25200,2.55,خروج مستمر پول حقیقی | 64٪ بالای MA200 | سرانه خرید ضعیف (0.70) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
رتکو,کنترل ‌خوردگی ‌تکین ‌کوی,خدمات فنی و مهندسی,50.3,خنثی,100,70,45,20,22590,20260926,12.1,24.1,96.2,57.6,16.3,35.6,72.5,84.5,3,0,true,58.7,3.52,above,-1.7,1.76,19700,,0,0,4.26,4.68,1.35,641,35.24,,,21794,20998,24979,26571,1.5,نقدشوندگی پایین | واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20 | رشد عمودی (96٪ در ۶۰ روز، 36٪ بالای MA50) | P/E بالا (35) | 72٪ بالای MA200 | واگرایی منفی | حد ضرر دور (7.0٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
