symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,lockedDays20,sellQueueDays5,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
سمتاز,سیمان ممتازان کرمان,سیمان، آهک و گچ,54.3,خنثی,100,45,27,34,63880,20260926,2.7,13,24,-14.6,3.1,11.6,74.4,57.8,3,0,false,41.7,3.64,above,-8.7,0.97,59740,70000,-0.12,8.24,0.72,-4.6,3.11,8478,7.53,6.69,12.6,61558,58579,70000,74645,1.15,عرضه حقوقی به حقیقی (-10 میلیارد تومان در ۲۰ روز) | 74٪ بالای MA200 | سرانه خرید ضعیف (0.72) | حد ضرر دور (8.3٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فلامی,لامیران‌,ساخت محصولات فلزی,54.3,خنثی,100,75,28,9,10440,20260926,0.7,24.7,63.1,24.5,9.9,21.9,54.8,70.4,7,1,true,33,3.43,above,-3.7,1.14,9100,10840,-0.52,14.09,0.78,-3.16,3.14,586,17.82,7.54,136.3,10081,9723,10840,11557,0.56,سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-13 میلیارد تومان در ۲۰ روز) | 55٪ بالای MA200 | سرانه خرید ضعیف (0.78) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
وامیر,گروه صنعتی و معدنی امیر,استخراج کانه های فلزی,54.3,خنثی,100,50,52,25,10950,20260923,-3.9,41.1,160.4,121.8,9,41.3,139.4,70.6,14,3,false,78.3,2.85,above,-9.1,0.74,6610,12050,22.38,75.14,0.53,-1.81,16.55,598,18.31,,,10638,10325,12050,12675,1.76,سهم صفی: 14 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (160٪ در ۶۰ روز، 41٪ بالای MA50) | عرضه حقوقی به حقیقی (-75 میلیارد تومان در ۲۰ روز) | 139٪ بالای MA200 | سرانه خرید ضعیف (0.53) | صف فروش در ۵ روز اخیر | آخرین معامله 20260923 (متوقف یا کم‌معامله)
شنفت,نفت‌ پارس‌,فراورده های نفتی، کک و سوخت هسته ای,54.1,خنثی,100,75,2.5,34,16920,20260926,1.9,13.4,64.6,26,4.4,22.8,73.1,63.4,2,0,false,46.7,3.09,above,-5.7,0.84,16050,17950,-5.87,-9.8,0.69,-40.71,34.36,2291,7.39,6.26,18,16397,15789,17950,18996,0.91,واگرایی منفی RSI | 73٪ بالای MA200 | سرانه خرید ضعیف (0.69) | واگرایی منفی | شناوری کم (12٪)
وامید,گروه مدیریت سرمایه گذاری امید,شرکتهای چند رشته ای صنعتی,54.1,خنثی,100,45,0.5,60,5770,20260926,-0.3,1.4,-2.9,-41.5,0.8,7.7,23.6,55.9,0,0,false,28.4,3.06,above,-11.2,0.37,5644,6105,-51.62,-187.31,0.4,-49.83,61.1,638,9.04,10.88,-16.9,5644,5556,6105,6498,1.56,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.40) | شناوری کم (6٪)
غمارگ,مارگارین,محصولات غذایی و آشامیدنی به جز قند و شکر,54.1,خنثی,90,65,26.5,30,2497,20260926,-14.1,24.7,80.5,41.9,-2.4,26.4,85,54.6,17,5,false,65.4,3.05,above,-16.9,0.1,1860,3004,-0.31,18.43,0.11,-2.89,6.75,120,20.81,,,2421,2345,3004,3156,3.33,سهم صفی: 17 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-19 میلیارد تومان در ۲۰ روز) | 85٪ بالای MA200 | سرانه خرید ضعیف (0.11) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
بسویچ,پارس‌سویچ‌,ماشین آلات و دستگاه‌های برقی,54,خنثی,90,53,21.7,44,5050,20260926,-3.6,12.2,29,-9.6,-2,19,52.6,58.4,3,0,false,50.3,4.02,above,-11.1,0.3,4041,5510,-0.39,0.43,0.97,-0.55,3.22,676,7.47,6.15,21.5,4847,4644,5510,5680,1.13,عرضه حقوقی به حقیقی (0 میلیارد تومان در ۲۰ روز) | 53٪ بالای MA200 | حد ضرر دور (8.0٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فطلوع,طلوع فولاد پارس,فلزات اساسی,54,خنثی,100,50,36.1,20,5880,20260926,-3.9,42.4,106.6,68,10,41.1,,73.9,15,3,false,74.2,2.77,above,-7,1.53,3790,6320,-3.25,32.76,1.12,-29.03,17.35,34,172.94,,,5717,5554,6320,6646,1.35,سهم صفی: 15 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (107٪ در ۶۰ روز، 41٪ بالای MA50) | P/E بالا (173) | عرضه حقوقی به حقیقی (-20 میلیارد تومان در ۲۰ روز) | 216٪ بالای کف ۵۲ هفته | صف فروش در ۵ روز اخیر
شیفته,کشت و صنعت شیفته آرای شرق,محصولات غذایی و آشامیدنی به جز قند و شکر,53.9,خنثی,85,65,37.5,24,14270,20260926,-0.3,8,48.8,10.2,2.6,13.2,,58.9,3,0,false,45.7,3.5,,-5.5,0.56,14045,15100,-6.78,-51.83,8.39,41.33,22.86,1559,9.15,7.05,29.8,14045,13795,15100,16099,1.75,خروج مستمر پول حقیقی
بمولد,مولد نیروگاهی تجارت فارس,عرضه برق، گاز، بخاروآب گرم,53.9,خنثی,65,50,63.5,34,8800,20260926,0.2,-11,57.7,19.1,-4.4,5.6,51.6,49.7,4,1,false,32.2,3.78,above,-13.6,0.56,7420,8950,7.39,-21.09,111.1,20.2,11.15,778,11.31,10.04,12.7,8467,8134,8950,10125,0.23,خروج مستمر پول حقیقی | 52٪ بالای MA200 | حد ضرر دور (7.6٪) | صف فروش در ۵ روز اخیر
سپاها,سیمان‌سپاهان‌,سیمان، آهک و گچ,53.7,خنثی,70,30,62.8,44,19450,20260926,-2.7,1.1,24.6,-14,-4,3.9,45.4,48.9,1,0,false,23.3,3.83,above,-13.6,0.85,18870,20450,5.42,64.37,1.23,-5.33,28.09,2433,7.99,7.14,12,18870,18498,20450,22500,1.05,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-63 میلیارد تومان در ۲۰ روز) | واگرایی منفی
ولنوین,لیزینگ اقتصاد نوین,سایر واسطه گریهای مالی,53.5,خنثی,90,53,36.5,47,2860,20260922,-8.3,0.5,37.7,-0.9,-3.9,11.6,40.4,50.7,0,0,false,41.7,4.23,above,-11.5,0.53,2793,2980,-5.41,-1.95,3.09,6.67,7.03,294,9.73,9.94,-2.1,2793,2732,2980,3093,0.94,نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (14٪) | آخرین معامله 20260922 (متوقف یا کم‌معامله)
دتولید,داروسازی تولید دارو,مواد و محصولات دارویی,53.4,خنثی,100,60,36.5,9,7730,20260926,2.9,26.3,135.3,96.7,5.7,38.4,142.5,70.1,10,1,false,71.3,2.93,above,-7.2,0.5,7080,8330,-9.58,-83.36,7.21,17.3,39.69,475,16.27,8.86,83.7,7504,7164,8330,8783,1.06,خروج مستمر پول حقیقی | سهم صفی: 10 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (135٪ در ۶۰ روز، 38٪ بالای MA50) | 142٪ بالای MA200 | حد ضرر دور (7.3٪) | صف فروش در ۵ روز اخیر
زنجان,صنایع کشاورزی وکود زنجان,محصولات شیمیایی,53.4,خنثی,100,70,87.5,10,2354,20260922,9.2,35.7,77.4,38.8,16.2,35,70.7,96.8,20,0,true,72.5,2.31,above,-0.5,0.96,1718,,0.48,2.77,8.38,2.35,0.62,,,,,2300,2245,2517,2625,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت | سهم صفی: 20 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (77٪ در ۶۰ روز، 35٪ بالای MA50) | عرضه حقوقی به حقیقی (-3 میلیارد تومان در ۲۰ روز) | 71٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
دپارس,پارس‌ دارو,مواد و محصولات دارویی,53.4,خنثی,65,53,53,40,58120,20260926,-2.3,-2.3,37.5,-1.1,-3.7,6.6,73.8,50.4,2,0,false,25.1,4.04,above,-12.2,1.32,52173,60820,20.25,57.03,0.64,-17.38,24.21,4755,12.22,12.91,-5.3,55770,52246,60820,62640,0.46,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-66 میلیارد تومان در ۲۰ روز) | 74٪ بالای MA200 | سرانه خرید ضعیف (0.64) | واگرایی منفی | حد ضرر دور (10.1٪)
فافق,صنایع مس افق کرمان,فلزات اساسی,53.3,خنثی,90,65,1,52,14340,20260926,-7.2,17.3,72.8,34.2,-0.1,13.3,80.3,54.7,5,1,false,46.9,3.5,above,-13.3,0.62,13860,16540,-6.52,-39.07,0.48,-14.06,10.97,2178,6.58,,,13860,13609,16540,17543,3.01,واگرایی منفی RSI | خروج مستمر پول حقیقی | 80٪ بالای MA200 | سرانه خرید ضعیف (0.48) | واگرایی منفی | صف فروش در ۵ روز اخیر
رنیک,جنرال مکانیک,خدمات فنی و مهندسی,53.2,خنثی,60,20,79,46,12160,20260926,-4.2,-3.3,17.7,-20.9,-3.7,4.9,-4.1,46.9,2,0,false,23.6,3.69,above,-28.4,0.63,12021,12309,12.65,173.56,1.18,7.62,22.87,1608,7.56,2.41,213.8,12021,11796,12309,12590,0.41,عرضه حقوقی به حقیقی (-165 میلیارد تومان در ۲۰ روز)
غبهار,کشت وصنعت بهاران گلبهار خراسان,محصولات غذایی و آشامیدنی به جز قند و شکر,53.1,خنثی,90,65,0.5,52,4450,20260926,-10.3,6,112.2,73.6,-4,16.5,57.8,51.7,6,2,false,60.7,3.92,above,-16.8,0.93,4110,4520,-0.16,-0.86,0.75,-0.44,10.36,798,5.58,,,4276,4023,4520,5350,0.16,واگرایی منفی RSI | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (112٪ در ۶۰ روز، 16٪ بالای MA50) | 58٪ بالای MA200 | سرانه خرید ضعیف (0.75) | واگرایی منفی | حد ضرر دور (9.6٪) | صف فروش در ۵ روز اخیر
شوینده,مدیریت صنعت شوینده ت.ص.بهشهر,محصولات شیمیایی,53.1,خنثی,100,65,26.5,14,42250,20260926,-7,5,57.5,18.9,1.1,7.8,58.4,53.4,6,2,false,35.5,3.38,above,-12.9,1.22,41160,44300,-7.16,25.64,0.58,-28.07,10.82,1772,23.84,9.63,147.6,41160,40447,44300,48510,1.14,سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-27 میلیارد تومان در ۲۰ روز) | 58٪ بالای MA200 | سرانه خرید ضعیف (0.58) | صف فروش در ۵ روز اخیر
سمایه,بانک سرمایه,بانکها و موسسات اعتباری,53,خنثی,100,45,46.1,10,5120,20260926,-0.2,13.3,5.1,-33.5,1,7.8,20.3,56.1,4,0,false,26.1,3.99,above,-8.6,2.28,4910,5400,-0.36,0.49,1.34,6.53,3.33,,,,,4915,4808,5400,5510,0.9,واگرایی منفی RSI | بدون EPS مثبت | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
زملارد,کشاورزی و دامپروری ملارد شیر,زراعت و خدمات وابسته,52.9,خنثی,85,20,36.5,57,1419,20260926,-4.6,-8.5,28.1,-10.5,-3.5,7.6,50.5,49.7,3,1,false,32.9,4.12,above,-11.5,0.75,1388,1597,-14.68,-18.91,1.76,14.78,21.16,183,7.75,8.07,-3.9,1388,1359,1597,1714,2.95,50٪ بالای MA200 | صف فروش در ۵ روز اخیر
ثتران,سرمایه گذاری مسکن تهران,انبوه سازی، املاک و مستغلات,52.8,خنثی,90,65,41.3,10,7920,20260926,2.6,-1,60.6,22,-3.3,12.6,48.1,53.4,0,0,false,45.4,4.05,above,-9.2,0.86,7490,8130,-0.12,5.79,1.17,4.27,8.99,,,23.59,,7599,7330,8130,8480,0.36,بدون EPS مثبت | عرضه حقوقی به حقیقی (-7 میلیارد تومان در ۲۰ روز) | حد ضرر دور (7.5٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
وبهمن,سرمایه‌گذاری‌بهمن‌,سرمایه گذاریها,52.8,خنثی,65,20,27,90,2047,20260926,-9,-1.5,11.5,-27.1,-6.6,4.3,13.1,44.1,3,1,false,26.9,3.8,above,-15.7,0.6,2026,2080,-7.4,93.49,0.46,-33.17,26.14,710,2.88,7.13,-59.6,2026,1987,2080,2166,0.55,عرضه حقوقی به حقیقی (-92 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.46) | صف فروش در ۵ روز اخیر
زهلال,کشت و صنعت هلال,زراعت و خدمات وابسته,52.8,خنثی,65,75,36,37,51620,20260926,1.8,5.3,43.3,4.7,0.1,6.6,,54.9,0,0,false,28.6,3.7,,-6.6,0.64,50890,55280,-2.05,-3.58,8.44,23.79,13.25,6307,8.18,8.07,1.4,50890,49934,55280,59104,2.17,
شفارا,پتروشیمی فارابی,محصولات شیمیایی,52.8,خنثی,90,65,16,35,1597,20260926,-8.1,12.5,68.1,29.5,-3.4,12.8,33.5,51.9,4,0,false,45.8,4.23,above,-13.1,0.55,1507,1659,-2.77,2.74,0.67,-11.34,13.05,126,12.67,,,1529,1473,1659,1806,0.5,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-4 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.67) | واگرایی منفی | حد ضرر دور (7.7٪)
شبریز,پالایش نفت تبریز,فراورده های نفتی، کک و سوخت هسته ای,52.7,خنثی,90,38,2.5,70,53890,20260926,-12.8,6.3,36.9,-1.7,-5,12.1,76.2,48.6,1,1,false,50,4.01,above,-17.2,0.74,49020,65100,-197.66,-369.85,0.47,-310.28,179.61,9661,5.58,6.26,-10.9,51730,48491,65100,69419,2.08,خروج مستمر پول حقیقی | 76٪ بالای MA200 | سرانه خرید ضعیف (0.47) | حد ضرر دور (10.0٪) | صف فروش در ۵ روز اخیر
زگلدشت,کشت و دام گلدشت نمونه اصفهان,زراعت و خدمات وابسته,52.7,خنثی,85,45,35.8,37,10360,20260926,-0.9,-3.4,25.8,-12.8,-1.3,4.4,67.7,52,0,0,false,25.6,3.95,above,-8.6,1.06,9560,10720,4.55,-28.48,1.15,-0.74,17.21,1225,8.46,8.07,4.8,9951,9355,10720,10910,0.36,خروج مستمر پول حقیقی | 68٪ بالای MA200 | حد ضرر دور (9.7٪)
وآفر,سرمایه گذاری ارزش آفرینان,سرمایه گذاریها,52.7,خنثی,90,55,68.7,30,12410,20260926,6.1,15.3,14.7,-23.9,4.7,16.9,16.4,64.7,3,0,false,44.6,3.44,above,-22.4,1.5,11918,16000,0.99,0.86,1.47,-0.91,2.27,369,33.63,,,11983,11704,16000,16855,5.08,نقدشوندگی پایین | P/E بالا (34) | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
پدرخش,درخشان‌ تهران‌,لاستیک و پلاستیک,52.6,خنثی,90,45,40.5,26,6140,20260926,-12.5,18.5,13.2,-25.4,-2.6,11.8,53.3,50.3,7,2,false,37.5,3.85,above,-16.9,0.98,5729,7390,5.65,8.89,0.4,-18.39,10.39,534,11.5,8.21,40.1,5903,5611,7390,7863,2.36,سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 53٪ بالای MA200 | سرانه خرید ضعیف (0.40) | حد ضرر دور (8.6٪) | صف فروش در ۵ روز اخیر
غپاک,لبنیات‌ پاک‌,محصولات غذایی و آشامیدنی به جز قند و شکر,52.6,خنثی,90,45,52.5,14,2145,20260926,-9.9,17.4,15.6,-23,-1.6,14,48.8,54.1,8,2,false,41.3,3.99,above,-15.9,0.72,1968,2550,2.9,39.96,0.37,-20.6,14.8,97,22.11,8.53,159.2,2059,1931,2550,2721,1.89,سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-37 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.37) | حد ضرر دور (10.0٪) | صف فروش در ۵ روز اخیر
وبرق,س.کارکنان صنعت برق زنجان وقزوی,سرمایه گذاریها,52.6,خنثی,90,65,15.5,35,60980,20260926,-14.1,8.1,90,51.4,-4.2,25.6,81.1,53.3,7,3,false,72.9,3.46,above,-17.6,0.42,56590,61600,0,7.39,0.48,-10.24,13.87,4946,12.33,,,58872,55710,61600,74000,0.12,واگرایی منفی RSI | سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-7 میلیارد تومان در ۲۰ روز) | 81٪ بالای MA200 | سرانه خرید ضعیف (0.48) | واگرایی منفی | حد ضرر دور (8.6٪) | صف فروش در ۵ روز اخیر
لکما,کارخانجات‌مخابراتی‌ایران‌,ساخت دستگاه‌ها و وسایل ارتباطی,52.6,خنثی,90,40,60.5,10,1343,20260926,3.5,21.4,21.5,-17.1,9.1,20.8,17.2,86.5,6,0,true,43.9,2.53,above,-16.8,1.17,1291,1455,-0.94,6.97,2.72,8.33,4.2,,,,,1309,1274,1455,1500,1.62,اشباع خرید | بدون EPS مثبت | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-8 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
ولصنم,لیزینگ‌صنعت‌ومعدن‌,سایر واسطه گریهای مالی,52.6,خنثی,100,45,7.3,47,3120,20260926,-5.5,7.6,22.3,-16.3,0.7,14.6,16.9,56.5,0,0,false,44.3,3.97,above,-10.6,0.55,2975,3256,-8.97,-46.88,1.07,-4.69,8.98,305,10.23,9.94,2.9,2996,2913,3256,3490,0.66,خروج مستمر پول حقیقی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
انتخاب,گروه انتخاب الکترونیک آرمان,ماشین آلات و تجهیزات,52.5,خنثی,100,65,1,37,2437,20260926,0.3,16.7,89.8,51.2,3.7,30.2,102.3,65.8,4,1,false,64.2,3.26,above,-7.5,0.55,2287,2635,-80.89,-95.76,0.68,-34.78,73.73,271,8.99,9.66,-6.9,2358,2247,2635,2794,1.04,خروج مستمر پول حقیقی | رشد عمودی (90٪ در ۶۰ روز، 30٪ بالای MA50) | 102٪ بالای MA200 | سرانه خرید ضعیف (0.68) | حد ضرر دور (7.8٪) | صف فروش در ۵ روز اخیر
بکاب,صنایع‌جوشکاب‌یزد,ماشین آلات و دستگاه‌های برقی,52.5,خنثی,90,30,52,26,12290,20260926,-13.3,9.8,27,-11.6,-2.5,12.5,39.2,49.9,4,2,false,41.5,3.86,above,-17.1,1.05,12070,12740,1.04,16.72,0.64,-9.93,7.75,1077,11.41,6.15,85.6,12070,11833,12740,13050,0.98,عرضه حقوقی به حقیقی (-17 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.64) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
بساما,بیمه سامان,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,52.4,خنثی,100,60,31.8,10,15590,20260926,6.9,27.4,46,7.4,17.7,34.4,50.8,86.8,0,0,true,51.5,3.3,above,-0.8,1.05,12900,,-0.55,-10.45,1.39,2.88,4.38,,,18.13,,15076,14562,17132,18160,1.5,اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی | بدون EPS مثبت | رشد عمودی (46٪ در ۶۰ روز، 34٪ بالای MA50) | 51٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان
غکورش,صنعت غذایی کورش,محصولات غذایی و آشامیدنی به جز قند و شکر,52.4,خنثی,100,65,0.5,37,25940,20260926,0.3,11.7,75.1,36.5,4,20.7,150.7,64.1,3,0,false,46.8,3.82,above,-7,0.66,24340,27890,-110.19,-563.86,0.71,-115.6,127.79,2993,8.67,8.53,1.6,24949,23844,27890,29873,0.93,واگرایی منفی RSI | خروج مستمر پول حقیقی | 151٪ بالای MA200 | سرانه خرید ضعیف (0.71) | واگرایی منفی | حد ضرر دور (8.1٪) | شناوری کم (14٪)
بهپاک,صنعتی بهپاک,محصولات غذایی و آشامیدنی به جز قند و شکر,52.4,خنثی,50,20,43.5,90,15180,20260926,-7.4,-2.8,6.2,-32.4,-8.5,-1,67.6,40.6,2,1,false,20.4,4.04,above,-17.3,0.74,14925,15450,7.38,12.76,0.52,-40.85,34.06,3539,4.29,7.05,-39.2,14925,14619,15450,15700,0.48,عرضه حقوقی به حقیقی (-13 میلیارد تومان در ۲۰ روز) | 68٪ بالای MA200 | سرانه خرید ضعیف (0.52) | صف فروش در ۵ روز اخیر
کولان,کولان سل,محصولات کاغذی,52.4,خنثی,75,30,35.5,60,29390,20260926,-6.8,3.5,2.2,-36.4,-1,3.8,,49.7,2,0,false,23.6,3.47,,-10.3,0.85,28615,30072,-10.88,-13.33,4.55,32.11,14.44,3233,9.09,10.19,-10.8,28615,28106,30072,32750,0.53,
اپال,فرآوری معدنی اپال کانی پارس,استخراج کانه های فلزی,52.4,خنثی,70,40,21.5,72,13640,20260926,-6.4,-1.6,40.2,1.6,-8.4,8.8,37.1,45.7,0,0,false,38.6,3.92,above,-17.8,0.39,11585,14170,-5.41,-33.61,1.83,-1.11,9.85,1442,9.46,13.76,-31.3,13106,12571,14170,16600,0.5,خروج مستمر پول حقیقی | حد ضرر دور (7.8٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (9٪)
خعمرا,توسعه و عمران شهرستان نائین,خودرو و ساخت قطعات,52.3,خنثی,100,58,57.8,25,7300,20260926,11.4,27,34.9,-3.7,14.9,34.8,44.4,85.6,5,0,true,38,3.28,above,-3.1,1.61,6321,,0,0.06,1.49,2.75,1.25,458,15.94,,,7060,6820,8019,8499,1.5,نقدشوندگی پایین | اشباع خرید | رشد عمودی (35٪ در ۶۰ روز، 35٪ بالای MA50) | عرضه حقوقی به حقیقی (0 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
کماسه,تامین‌ ماسه‌ ریخته‌گری‌,استخراج سایر معادن,52.3,خنثی,100,65,2,35,5320,20260926,-10.9,24.9,102.2,63.6,2,36.2,91.4,63.5,8,1,false,74.5,3.37,above,-12.6,0.92,4269,6090,-57.31,-8.16,0.63,-47.85,38.27,209,25.45,26.17,-2.7,5141,4962,6090,6448,2.15,سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (102٪ در ۶۰ روز، 36٪ بالای MA50) | 91٪ بالای MA200 | سرانه خرید ضعیف (0.63) | صف فروش در ۵ روز اخیر
نیشکر,توسعه نیشکر و  صنایع جانبی,قند و شکر,52.3,خنثی,70,20,62,47,59570,20260926,-8.3,-1.7,9.3,-29.3,-7.2,0.7,11.5,40.8,3,0,false,32.7,4.06,above,-15.5,0.38,58557,61094,-3.45,26.77,1.99,5.32,11.5,6371,9.35,9.57,-2.3,58557,57349,61094,62753,0.69,عرضه حقوقی به حقیقی (-27 میلیارد تومان در ۲۰ روز) | واگرایی مثبت RSI
سمازن,سیمان‌مازندران‌,سیمان، آهک و گچ,52.1,خنثی,90,20,27.6,57,79550,20260926,-6.6,-1.4,26.4,-12.2,-6.3,4.4,61,44.2,0,0,false,34.1,4.31,above,-14.9,0.91,73560,84265,2.94,-38.36,0.82,-6.29,19.49,11804,6.74,7.14,-5.6,76125,71847,84265,93470,0.61,خروج مستمر پول حقیقی | 61٪ بالای MA200 | حد ضرر دور (9.7٪)
چدن,تولیدی چدن سازان,ساخت محصولات فلزی,52.1,خنثی,100,50,1.5,47,4210,20260926,-5,29.2,85.9,47.3,7.4,31.5,124.1,70.3,4,0,false,61.7,3.34,above,-7.1,0.86,3172,4530,-74.57,-202.1,0.64,-38.82,41.05,544,7.74,7.54,2.6,4069,3929,4530,4811,1.14,خروج مستمر پول حقیقی | رشد عمودی (86٪ در ۶۰ روز، 31٪ بالای MA50) | 124٪ بالای MA200 | سرانه خرید ضعیف (0.64)
کچاد,معدنی‌وصنعتی‌چادرملو,استخراج کانه های فلزی,52,خنثی,90,30,16,60,2762,20260926,-8.5,2.6,19.5,-19.1,-4.9,7.7,25.1,47,2,1,false,36.4,4.03,above,-14.5,0.59,2692,2840,-80.81,159.36,0.5,-194.14,176.21,277,9.97,13.76,-27.5,2692,2636,2840,3230,0.62,عرضه حقوقی به حقیقی (-175 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.50) | صف فروش در ۵ روز اخیر
پارسان,گسترش نفت و گاز پارسیان,محصولات شیمیایی,52,خنثی,90,45,17,47,33340,20260926,-8.8,8.1,15.2,-23.4,-3.3,12.4,39.9,51.1,0,0,false,36.3,3.82,above,-11.9,0.75,31720,37860,-94.51,8.29,0.41,-161.91,156.55,3483,9.57,9.63,-0.6,32068,31084,37860,40404,2,عرضه حقوقی به حقیقی (-34 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.41)
سدور,سیمان‌ دورود,سیمان، آهک و گچ,52,خنثی,100,65,26,10,32270,20260926,-12.4,27.3,73.8,35.2,0.2,29,82.7,58.7,8,1,false,65.5,3.75,above,-13.3,0.99,25890,37220,-12.76,33.44,0.31,-46.01,14.33,,,7.14,,31060,29850,37220,39640,2.05,بدون EPS مثبت | سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-40 میلیارد تومان در ۲۰ روز) | 83٪ بالای MA200 | سرانه خرید ضعیف (0.31) | حد ضرر دور (7.5٪) | صف فروش در ۵ روز اخیر
سقاین,سیمان‌ قائن‌,سیمان، آهک و گچ,52,خنثی,100,65,2,34,31760,20260926,-4.5,24.8,94.4,55.8,2.7,25.5,138,62,5,1,false,52.7,3.37,above,-12,0.96,25695,36090,-27.41,-31.93,0.64,-30.52,18.39,3814,8.33,7.14,16.6,30689,29618,36090,38232,2.02,خروج مستمر پول حقیقی | 138٪ بالای MA200 | سرانه خرید ضعیف (0.64) | شناوری کم (12٪) | صف فروش در ۵ روز اخیر
هرمز,فولاد هرمزگان جنوب,فلزات اساسی,51.9,خنثی,100,65,1.5,34,4180,20260926,-9.7,27.1,49.4,10.8,1,15.5,93.1,56,10,0,false,50.2,3.51,above,-12.7,0.76,3700,,-85.74,-122.91,0.51,-91.28,56.15,435,9.61,8.05,19.4,4033,3886,4621,4915,1.5,واگرایی منفی RSI | خروج مستمر پول حقیقی | سهم صفی: 10 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 93٪ بالای MA200 | سرانه خرید ضعیف (0.51) | واگرایی منفی | حد ضرر دور (7.0٪)
وتوکا,سرمایه‌گذاری‌توکافولاد(هلدینگ,فلزات اساسی,51.9,خنثی,70,40,1.5,90,3380,20260926,-11.7,-0.4,47.6,9,-6.5,15.9,38.2,48.8,3,1,false,47.4,3.81,above,-15.7,0.34,3290,3520,-20.15,-4.72,0.51,-27.53,57.17,724,4.67,13.48,-65.4,3290,3226,3520,3590,0.91,واگرایی منفی RSI | سرانه خرید ضعیف (0.51) | واگرایی منفی | صف فروش در ۵ روز اخیر
